timestamps,TP9,AF7,AF8,TP10,Right AUX
1671211501.593,-17.090,-17.090,-16.602,-27.344,2.441,0
1671211501.597,-60.547,-15.625,-21.973,-25.391,106.934,0
1671211501.601,-73.242,-18.555,-27.832,-26.367,285.156,0
1671211501.605,-38.086,-19.531,-21.484,-39.551,70.312,0
1671211501.609,4.395,-19.043,-20.508,-39.551,-118.164,0
1671211501.612,-3.418,-20.508,-21.973,-24.902,37.598,0
1671211501.616,-53.223,-20.508,-21.973,-20.508,187.500,0
1671211501.620,-75.195,-19.531,-26.855,-44.434,-20.996,0
1671211501.624,-43.457,-20.020,-26.855,-56.152,-115.723,0
1671211501.628,-4.883,-17.578,-22.461,-45.898,-45.410,0
1671211501.630,-17.578,-17.578,-25.879,-37.598,-70.312,0
1671211501.634,-65.430,-14.648,-16.602,-29.297,-57.617,0
1671211501.638,-91.309,-20.020,-16.602,-31.250,20.508,0
1671211501.642,-57.129,-24.414,-28.809,-28.809,88.379,0
1671211501.646,-12.695,-23.926,-30.762,-23.438,-20.996,0
1671211501.650,-11.719,-20.020,-21.973,-22.461,-65.430,0
1671211501.654,-52.246,-24.414,-20.996,-27.344,24.902,0
1671211501.657,-70.312,-27.344,-17.578,-23.926,231.934,0
1671211501.661,-42.969,-20.996,-16.113,-30.273,136.719,0
1671211501.665,-3.418,-20.996,-25.879,-35.645,-128.418,0
1671211501.669,2.441,-24.414,-31.250,-24.414,-116.699,0
1671211501.673,-38.574,-23.926,-20.508,-20.508,-4.395,0
1671211501.675,-64.941,-21.484,-21.973,-37.109,35.156,0
1671211501.679,-46.875,-24.414,-27.344,-47.363,-88.867,0
1671211501.683,-5.859,-23.438,-15.137,-30.273,-69.336,0
1671211501.687,7.812,-18.066,-21.973,-19.531,30.273,0
1671211501.691,-32.227,-13.184,-23.926,-20.508,-84.961,0
1671211501.695,-68.359,-11.230,-11.719,-19.043,-138.672,0
1671211501.699,-50.293,-12.695,-7.812,-18.066,84.473,0
1671211501.702,-1.953,-12.695,-4.883,-14.160,334.473,0
1671211501.706,11.719,-9.277,-14.160,-15.137,50.293,0
1671211501.710,-20.996,-9.277,-24.902,-7.812,-85.449,0
1671211501.714,-59.570,-15.137,-24.414,-9.277,22.461,0
1671211501.718,-62.500,-17.578,-22.949,-29.785,-66.895,0
1671211501.721,-23.926,-16.602,-26.855,-41.992,-115.723,0
1671211501.725,5.859,-9.766,-29.297,-28.320,-71.289,2
1671211501.729,-22.949,-12.207,-25.391,-11.230,9.277,0
1671211501.733,-67.383,-17.090,-16.602,-15.137,-9.766,0
1671211501.737,-62.012,-12.207,-16.602,-30.273,-106.445,0
1671211501.741,-12.695,-12.695,-21.973,-32.227,-18.555,0
1671211501.745,17.578,-16.113,-25.391,-15.137,242.188,0
1671211501.748,-14.160,-16.113,-30.273,-20.020,114.746,0
1671211501.752,-62.500,-20.020,-26.855,-29.297,-62.988,0
1671211501.756,-61.035,-19.531,-17.578,-31.738,80.566,0
1671211501.760,-17.578,-10.742,-13.184,-28.809,78.125,0
1671211501.764,9.277,-13.672,-19.043,-34.180,-118.652,0
1671211501.765,-11.230,-16.113,-13.672,-35.645,-144.043,0
1671211501.769,-59.570,-17.578,-24.902,-42.480,-67.871,0
1671211501.773,-78.613,-16.602,-34.180,-56.641,-66.406,0
1671211501.777,-44.922,-15.625,-21.973,-50.781,-75.195,0
1671211501.781,-6.836,-15.625,-19.531,-44.434,-118.652,0
1671211501.785,-14.160,-20.020,-22.949,-33.203,67.871,0
1671211501.789,-58.105,-22.461,-20.996,-26.855,333.984,0
1671211501.792,-76.172,-12.695,-20.508,-36.133,58.594,0
1671211501.796,-34.668,-15.625,-22.949,-38.086,-178.711,0
1671211501.800,0.488,-17.090,-23.438,-43.457,-59.082,0
1671211501.804,-11.719,-7.324,-22.949,-42.969,-38.086,0
1671211501.808,-55.664,-9.277,-25.391,-39.551,-93.750,0
1671211501.813,-71.289,-13.184,-27.832,-38.086,11.230,0
1671211501.817,-41.992,-15.137,-22.461,-43.457,59.570,0
1671211501.821,-9.766,-16.602,-26.855,-44.434,-27.832,0
1671211501.825,2.441,-17.090,-30.273,-28.809,-130.371,0
1671211501.829,-26.367,-19.043,-18.555,-19.043,-76.172,0
1671211501.833,-67.383,-24.902,-28.809,-36.133,98.633,0
1671211501.837,-47.363,-25.879,-40.527,-47.363,111.328,0
1671211501.840,6.836,-19.043,-31.738,-39.062,-58.594,0
1671211501.844,18.066,-17.090,-25.879,-24.414,-54.688,0
1671211501.848,-20.020,-16.602,-20.508,-9.766,224.121,0
1671211501.852,-60.059,-15.137,-23.438,-20.996,89.355,0
1671211501.856,-44.434,-15.137,-26.855,-36.621,-187.988,0
1671211501.870,1.465,-17.090,-21.484,-31.250,-165.039,0
1671211501.874,19.531,-14.160,-20.508,-17.578,-59.570,0
1671211501.878,-12.695,-17.578,-22.949,-13.672,7.812,0
1671211501.882,-55.664,-19.043,-28.320,-28.809,-36.621,0
1671211501.886,-44.434,-21.484,-30.762,-34.180,-11.719,0
1671211501.890,3.906,-25.391,-23.926,-18.555,330.078,0
1671211501.894,19.043,-14.160,-19.531,-13.672,200.684,0
1671211501.897,-20.508,-17.090,-23.438,-20.020,-89.355,0
1671211501.901,-68.848,-28.320,-22.949,-22.949,25.391,0
1671211501.905,-66.895,-20.996,-18.555,-32.715,12.207,0
1671211501.909,-20.508,-16.602,-27.344,-44.922,-148.438,0
1671211501.913,13.672,-17.578,-26.855,-33.203,-122.559,0
1671211501.915,-15.137,-18.066,-27.832,-27.832,18.066,0
1671211501.919,-70.801,-21.484,-37.109,-36.621,59.082,0
1671211501.923,-71.289,-20.508,-37.109,-42.969,-9.277,0
1671211501.927,-24.414,-15.625,-32.227,-41.016,-61.523,0
1671211501.931,9.766,-13.672,-26.855,-27.832,-45.410,0
1671211501.935,-11.230,-15.625,-18.066,-15.625,60.059,0
1671211501.939,-53.711,-18.066,-16.602,-18.066,27.344,0
1671211501.942,-66.406,-18.555,-22.461,-22.461,-28.809,0
1671211501.946,-25.879,-18.555,-16.602,-13.672,192.871,0
1671211501.950,14.160,-14.648,-19.043,-8.789,196.777,0
1671211501.954,-3.906,-11.719,-24.414,-8.789,7.812,0
1671211501.958,-49.805,-16.113,-21.973,-19.531,-28.809,0
1671211501.960,-63.965,-17.578,-23.926,-31.738,-64.941,0
1671211501.964,-26.855,-20.020,-29.297,-31.250,-134.766,0
1671211501.968,6.836,-20.996,-20.996,-21.973,-156.250,0
1671211501.972,-13.672,-24.414,-21.484,-17.578,-36.133,0
1671211501.976,-55.176,-22.461,-19.531,-14.160,98.145,0
1671211501.980,-73.242,-21.484,-12.695,-20.020,64.453,0
1671211501.984,-51.270,-23.926,-22.461,-32.227,22.949,0
1671211501.987,-7.812,-23.926,-23.438,-20.996,107.422,0
1671211501.991,-5.859,-22.949,-23.438,-6.836,244.141,0
1671211501.995,-48.340,-21.484,-19.043,-14.648,0.000,0
1671211501.999,-69.824,-18.555,-14.160,-22.949,-160.645,0
1671211502.003,-41.504,-17.090,-19.043,-31.738,-15.137,0
1671211502.006,0.488,-16.113,-22.461,-32.227,-15.137,0
1671211502.010,9.766,-14.160,-24.902,-17.090,-65.918,0
1671211502.014,-30.762,-19.531,-22.949,-16.602,-11.230,0
1671211502.018,-68.359,-21.484,-17.578,-26.367,4.883,0
1671211502.022,-52.734,-19.531,-19.531,-31.738,-76.172,0
1671211502.026,-11.719,-18.066,-20.020,-35.645,-34.180,0
1671211502.030,2.930,-13.672,-10.742,-26.367,85.449,0
1671211502.033,-31.250,-16.113,-13.672,-10.742,291.016,0
1671211502.037,-76.660,-21.484,-20.020,-20.996,146.484,0
1671211502.041,-67.383,-22.949,-20.020,-40.039,-124.023,0
1671211502.045,-18.555,-22.461,-21.484,-38.086,-111.816,0
1671211502.049,0.488,-24.902,-18.555,-30.273,-1.465,0
1671211502.051,-26.367,-20.508,-16.602,-24.902,62.012,0
1671211502.055,-62.988,-15.137,-16.113,-34.668,-39.551,0
1671211502.059,-59.570,-15.625,-23.926,-40.039,49.316,0
1671211502.063,-20.020,-17.090,-29.785,-31.738,234.863,0
1671211502.067,0.488,-15.625,-21.484,-32.227,43.945,0
1671211502.071,-23.926,-16.602,-11.719,-23.438,-6.836,0
1671211502.075,-63.965,-22.461,-15.625,-20.020,184.082,0
1671211502.078,-65.430,-23.438,-25.879,-38.086,96.680,0
1671211502.082,-22.461,-25.391,-25.391,-41.992,-120.605,0
1671211502.086,9.766,-27.344,-12.207,-30.762,-154.785,0
1671211502.090,-11.230,-23.926,-7.324,-19.043,7.812,0
1671211502.094,-58.594,-21.973,-22.949,-23.438,40.039,0
1671211502.096,-64.453,-21.973,-28.809,-40.527,-124.023,0
1671211502.100,-20.020,-17.090,-21.973,-36.133,-147.949,0
1671211502.104,14.160,-14.648,-19.531,-22.949,-25.879,0
1671211502.108,-0.488,-12.207,-13.184,-16.602,8.301,0
1671211502.112,-45.898,-12.207,-9.277,-19.043,-119.141,0
1671211502.116,-64.941,-14.160,-8.789,-34.180,-59.570,0
1671211502.120,-17.578,-11.719,-3.418,-25.391,271.484,0
1671211502.123,22.949,-17.090,-10.742,-18.066,219.727,0
1671211502.127,0.977,-18.555,-20.020,-26.367,-79.102,0
1671211502.131,-47.363,-23.438,-21.973,-28.809,-103.027,0
1671211502.135,-68.359,-23.438,-24.414,-40.527,-120.117,0
1671211502.139,-37.109,-19.043,-20.508,-42.969,-128.418,0
1671211502.140,4.883,-22.461,-17.578,-37.598,-152.832,0
1671211502.144,-6.348,-23.926,-18.066,-31.250,-69.824,0
1671211502.148,-52.246,-20.020,-16.113,-36.133,139.160,0
1671211502.152,-70.801,-13.184,-21.484,-39.551,35.156,0
1671211502.156,-43.945,-15.625,-28.809,-41.992,-105.957,0
1671211502.160,-0.488,-18.555,-28.809,-32.227,25.391,0
1671211502.164,14.160,-10.254,-16.602,-6.348,346.680,0
1671211502.167,-25.391,-8.789,-13.672,-8.301,155.273,0
1671211502.171,-66.406,-17.090,-21.484,-29.785,-113.770,0
1671211502.175,-39.551,-16.602,-16.602,-30.762,-11.719,0
1671211502.179,0.488,-16.113,-20.508,-30.273,71.777,0
1671211502.183,0.977,-19.531,-27.832,-34.180,-66.895,0
1671211502.200,-33.203,-22.949,-26.367,-25.391,-60.059,0
1671211502.204,-73.730,-22.461,-26.367,-29.785,0.977,0
1671211502.208,-62.500,-19.043,-23.926,-35.645,-57.617,0
1671211502.212,-14.160,-19.531,-18.555,-39.551,-141.602,0
1671211502.216,4.395,-15.625,-16.113,-22.461,-150.391,0
1671211502.220,-21.973,-11.719,-12.695,-3.906,33.203,0
1671211502.224,-62.500,-13.672,-21.484,-27.832,50.781,0
1671211502.227,-62.500,-17.090,-25.391,-41.504,-114.746,0
1671211502.231,-20.996,-21.973,-21.484,-34.180,-105.469,0
1671211502.235,1.465,-22.461,-29.785,-20.996,236.328,0
1671211502.239,-31.250,-20.508,-30.762,-20.996,156.250,0
1671211502.243,-68.359,-19.043,-19.043,-32.227,-91.309,0
1671211502.245,-60.059,-19.531,-20.020,-39.551,-95.703,0
1671211502.249,-16.602,-19.531,-20.508,-31.250,-86.426,0
1671211502.253,10.742,-17.090,-16.113,-18.555,-39.551,0
1671211502.257,-20.020,-19.043,-19.531,-20.020,-93.262,0
1671211502.261,-62.500,-17.090,-25.391,-18.555,-46.387,0
1671211502.265,-62.500,-11.719,-29.297,-22.461,72.754,0
1671211502.269,-19.043,-15.137,-23.926,-27.832,-46.875,0
1671211502.272,10.742,-18.066,-14.160,-24.902,-140.625,0
1671211502.276,-14.648,-18.555,-16.113,-19.043,59.082,0
1671211502.280,-50.293,-13.672,-19.043,-18.555,236.328,0
1671211502.284,-56.641,-11.230,-10.254,-34.668,-26.855,0
1671211502.288,-26.855,-15.625,-5.859,-39.551,-139.648,0
1671211502.290,12.695,-18.066,-15.137,-24.414,52.734,0
1671211502.294,-3.418,-18.555,-18.555,-20.508,0.000,0
1671211502.298,-54.199,-20.508,-18.066,-28.320,-174.805,0
1671211502.302,-72.754,-20.996,-20.020,-38.086,-192.871,0
1671211502.306,-40.039,-20.996,-21.973,-41.016,-107.910,0
1671211502.310,-3.418,-23.438,-29.297,-39.062,-19.043,0
1671211502.314,-13.184,-23.926,-31.738,-36.133,-19.531,0
1671211502.317,-55.664,-21.973,-27.832,-34.180,-39.551,0
1671211502.321,-68.359,-19.043,-20.996,-28.320,114.258,0
1671211502.325,-42.480,-20.020,-18.555,-37.598,55.176,0
1671211502.329,-4.395,-18.555,-17.578,-41.016,-75.684,0
1671211502.333,-2.441,-20.996,-18.066,-29.785,-2.441,0
1671211502.335,-46.875,-24.902,-17.578,-27.344,43.945,0
1671211502.339,-74.707,-22.949,-17.578,-41.504,-72.754,0
1671211502.343,-53.711,-22.949,-18.066,-45.410,-125.488,0
1671211502.347,-6.348,-19.043,-23.926,-30.273,101.562,0
1671211502.351,2.441,-16.113,-25.391,-14.648,296.387,0
1671211502.355,-39.062,-18.066,-18.555,-13.184,222.656,0
1671211502.359,-69.824,-20.996,-20.020,-26.367,106.445,0
1671211502.362,-50.781,-19.043,-18.555,-32.715,156.738,0
1671211502.366,-8.301,-16.602,-18.555,-29.297,228.027,0
1671211502.370,1.953,-17.578,-23.438,-33.203,31.250,0
1671211502.374,-31.250,-19.531,-21.973,-27.832,-10.742,0
1671211502.378,-71.289,-18.555,-24.414,-32.227,53.711,0
1671211502.380,-65.430,-14.648,-27.344,-46.875,-63.965,0
1671211502.384,-18.066,-12.695,-25.391,-47.363,-127.930,0
1671211502.388,10.254,-7.812,-19.531,-19.531,-40.527,0
1671211502.392,-20.020,-11.230,-20.020,-6.348,13.184,0
1671211502.396,-62.988,-15.137,-19.531,-24.902,-32.227,0
1671211502.400,-62.012,-13.672,-16.113,-32.227,-17.090,0
1671211502.404,-20.996,-18.066,-23.438,-29.785,56.641,0
1671211502.407,7.812,-18.066,-34.180,-17.578,368.652,0
1671211502.411,-16.602,-11.230,-29.297,-16.602,317.871,0
1671211502.415,-62.012,-11.230,-23.438,-23.926,-60.059,0
1671211502.419,-67.871,-18.555,-25.879,-31.250,-106.934,0
1671211502.423,-28.320,-17.578,-26.367,-36.621,-80.566,0
1671211502.425,3.906,-14.648,-24.414,-29.297,-87.402,0
1671211502.429,-16.113,-15.137,-22.461,-22.461,-129.395,0
1671211502.433,-64.941,-19.531,-24.902,-29.297,-30.273,0
1671211502.437,-81.543,-19.531,-30.762,-45.898,23.438,0
1671211502.441,-39.551,-18.066,-32.715,-52.734,-129.883,0
1671211502.445,7.812,-20.020,-27.344,-42.969,-94.238,0
1671211502.449,0.977,-17.090,-16.602,-21.973,157.227,0
1671211502.452,-49.316,-16.113,-24.414,-18.555,298.828,0
1671211502.456,-76.660,-21.973,-24.902,-38.574,34.668,0
1671211502.460,-42.480,-21.973,-19.043,-38.574,-133.789,0
1671211502.464,2.930,-21.973,-23.438,-30.762,-18.066,0
1671211502.468,-0.488,-15.137,-13.672,-24.414,-9.766,0
1671211502.471,-47.363,-9.766,-16.602,-30.762,-105.469,0
1671211502.475,-71.777,-18.555,-27.832,-33.203,-147.461,0
1671211502.479,-45.898,-27.344,-20.996,-40.039,-99.609,0
1671211502.483,-9.766,-26.367,-17.578,-44.922,-6.348,0
1671211502.487,-8.301,-22.461,-20.996,-30.273,13.672,0
1671211502.491,-50.293,-16.602,-23.438,-20.508,41.016,0
1671211502.495,-77.637,-18.066,-25.879,-25.879,312.988,0
1671211502.498,-49.805,-22.461,-28.320,-39.062,154.297,0
1671211502.502,-2.930,-24.414,-29.297,-35.156,-124.023,0
1671211502.506,-3.418,-25.879,-25.391,-20.996,-56.152,0
1671211502.510,-40.039,-20.020,-17.090,-21.484,78.125,0
1671211502.514,-74.707,-24.902,-13.672,-33.691,45.898,0
1671211502.516,-64.453,-31.738,-21.973,-46.875,-95.703,0
1671211502.520,-13.184,-20.996,-20.996,-42.480,-64.453,0
1671211502.524,-0.977,-19.531,-25.879,-30.762,168.457,0
1671211502.528,-41.016,-22.949,-35.156,-33.203,33.691,0
1671211502.532,-80.566,-25.879,-33.203,-42.969,-159.668,0
1671211502.536,-68.359,-24.414,-26.367,-41.992,48.340,0
1671211502.540,-15.625,-22.461,-22.949,-28.809,314.453,0
1671211502.543,3.418,-19.043,-24.414,-33.203,6.836,0
1671211502.547,-27.832,-16.602,-21.484,-32.715,-150.879,0
1671211502.551,-64.941,-20.508,-15.137,-34.668,-29.297,0
1671211502.555,-68.359,-23.926,-19.531,-41.016,-55.176,0
1671211502.559,-30.762,-23.438,-31.738,-41.504,-102.539,0
1671211502.575,-3.906,-22.949,-27.832,-37.598,-74.219,0
1671211502.579,-26.367,-26.367,-20.020,-28.320,-8.301,0
1671211502.583,-62.988,-27.832,-20.996,-27.344,51.270,0
1671211502.587,-63.477,-20.020,-19.043,-39.551,-49.805,0
1671211502.591,-24.414,-23.926,-17.578,-45.410,-80.078,0
1671211502.595,4.883,-26.367,-18.066,-25.879,263.672,0
1671211502.599,-17.090,-20.508,-13.672,-13.184,239.258,0
1671211502.602,-68.848,-23.438,-23.438,-25.391,-29.785,0
1671211502.606,-75.684,-25.391,-27.832,-32.227,-104.492,0
1671211502.610,-27.832,-22.949,-21.973,-18.555,133.301,0
1671211502.614,-0.488,-24.902,-16.602,-18.555,44.434,0
1671211502.618,-18.555,-22.461,-14.160,-21.973,-132.812,0
1671211502.620,-65.430,-21.484,-15.625,-24.902,-37.598,0
1671211502.624,-85.449,-27.832,-21.484,-37.109,-28.320,0
1671211502.628,-45.898,-24.902,-17.090,-39.062,-35.156,0
1671211502.632,-4.395,-23.438,-12.695,-32.715,-135.742,1
1671211502.636,-13.672,-25.879,-22.949,-29.297,-53.223,0
1671211502.640,-64.453,-25.879,-32.227,-33.203,208.008,0
1671211502.644,-84.473,-25.391,-28.809,-47.363,115.234,0
1671211502.647,-42.969,-22.949,-26.367,-57.129,-78.125,0
1671211502.651,0.488,-19.531,-31.250,-41.016,22.949,0
1671211502.655,-10.254,-24.414,-28.809,-24.414,312.012,0
1671211502.659,-63.965,-21.484,-21.973,-40.039,111.816,0
1671211502.663,-86.914,-10.742,-18.066,-51.758,-62.500,0
1671211502.665,-53.711,-13.184,-21.484,-54.199,-24.902,0
1671211502.669,-18.066,-20.020,-28.809,-52.246,-70.312,0
1671211502.673,-18.066,-17.578,-30.273,-39.062,-61.035,0
1671211502.677,-59.570,-16.602,-28.809,-39.551,-41.016,0
1671211502.681,-92.285,-14.648,-25.391,-47.852,16.113,0
1671211502.685,-68.359,-20.508,-20.508,-53.223,14.648,0
1671211502.689,-28.320,-22.461,-19.531,-50.293,-73.242,0
1671211502.692,-13.672,-14.648,-23.438,-38.086,-117.676,0
1671211502.696,-41.504,-16.113,-30.762,-29.297,229.004,0
1671211502.700,-77.637,-16.602,-32.227,-41.016,233.887,0
1671211502.704,-56.641,-9.277,-20.020,-54.688,-60.059,0
1671211502.708,4.395,-3.906,-14.648,-40.039,-97.168,0
1671211502.710,9.766,-13.184,-28.320,-35.645,-90.820,0
1671211502.714,-34.180,-18.066,-27.832,-37.109,-33.203,0
1671211502.718,-66.895,-10.254,-17.090,-35.645,11.719,0
1671211502.722,-52.246,-10.742,-10.254,-34.668,0.000,0
1671211502.726,-5.371,-14.648,-17.090,-27.832,0.000,0
1671211502.730,6.348,-13.672,-27.832,-24.414,9.766,0
1671211502.734,-23.926,-17.090,-24.414,-26.367,11.230,0
1671211502.737,-70.801,-22.949,-20.996,-29.297,69.824,0
1671211502.741,-72.754,-19.043,-24.414,-39.062,157.227,0
1671211502.745,-24.414,-13.672,-16.113,-47.363,-165.527,0
1671211502.749,0.000,-18.066,-17.090,-39.062,-183.105,0
1671211502.753,-23.926,-22.949,-28.320,-28.320,111.328,0
1671211502.756,-69.824,-19.531,-36.133,-27.832,13.672,0
1671211502.760,-70.801,-12.695,-36.133,-39.062,-116.699,0
1671211502.764,-20.020,-15.137,-29.785,-35.156,-82.031,0
1671211502.768,12.695,-14.648,-31.738,-22.461,-12.207,0
1671211502.772,-10.742,-9.766,-37.598,-16.602,-17.090,0
1671211502.776,-62.012,-20.996,-38.574,-21.973,14.160,0
1671211502.780,-71.289,-22.949,-34.180,-33.691,98.633,0
1671211502.783,-22.949,-14.648,-21.973,-25.879,196.777,0
1671211502.787,9.277,-13.184,-30.273,-28.320,126.953,0
1671211502.791,-7.324,-10.742,-36.133,-29.785,-82.031,0
1671211502.795,-42.480,-9.277,-25.879,-19.043,-89.844,0
1671211502.799,-54.688,-16.113,-29.785,-27.344,-27.832,0
1671211502.801,-24.902,-17.578,-31.738,-39.062,-50.781,0
1671211502.805,18.555,-15.625,-27.344,-32.227,-129.395,0
1671211502.809,7.324,-17.578,-24.902,-18.555,54.688,0
1671211502.813,-47.363,-20.020,-28.320,-14.648,292.480,0
1671211502.817,-67.871,-16.113,-23.926,-29.297,-3.906,0
1671211502.821,-39.551,-20.020,-14.648,-41.992,-123.535,0
1671211502.825,0.977,-24.414,-24.902,-28.320,128.418,0
1671211502.828,8.789,-15.137,-26.367,-8.301,353.516,0
1671211502.832,-41.992,-10.742,-22.949,-20.996,51.758,0
1671211502.836,-75.684,-13.672,-27.832,-31.738,-207.031,0
1671211502.840,-48.828,-13.672,-24.902,-30.273,-122.070,0
1671211502.844,-6.836,-14.160,-14.648,-35.156,-99.609,0
1671211502.846,5.859,-14.160,-9.766,-22.461,-135.254,0
1671211502.850,-32.227,-15.137,-26.367,-19.531,-101.074,0
1671211502.854,-69.824,-16.113,-35.645,-35.156,-67.871,0
1671211502.858,-53.223,-16.602,-23.438,-46.875,-124.023,0
1671211502.862,-8.789,-22.461,-17.578,-37.598,-134.766,0
1671211502.866,11.719,-20.020,-23.438,-22.949,-31.250,0
1671211502.870,-12.207,-7.812,-16.602,-10.742,345.703,0
1671211502.873,-54.688,-8.301,-5.859,-15.137,330.566,0
1671211502.877,-47.852,-14.160,-15.625,-27.832,-59.082,0
1671211502.881,-0.488,-12.695,-25.879,-26.367,-68.359,0
1671211502.885,18.555,-12.207,-28.320,-20.020,26.855,0
1671211502.889,-18.555,-17.090,-25.879,-17.578,-13.672,0
1671211502.890,-64.453,-22.461,-20.020,-18.066,-108.887,0
1671211502.894,-61.035,-19.043,-18.555,-26.855,-79.102,0
1671211502.898,-16.113,-15.137,-17.090,-31.738,14.160,0
1671211502.902,5.371,-18.555,-20.996,-28.809,-51.758,0
1671211502.906,-25.391,-24.414,-20.508,-28.809,-98.633,0
1671211502.910,-65.430,-26.367,-14.648,-27.832,85.449,0
1671211502.914,-68.359,-24.414,-21.973,-28.320,328.613,0
1671211502.917,-27.344,-21.484,-19.043,-37.598,14.160,0
1671211502.921,7.324,-22.949,-24.414,-31.738,-98.145,0
1671211502.925,-18.555,-28.809,-34.180,-21.973,104.980,0
1671211502.929,-67.871,-32.227,-28.320,-27.344,71.777,0
1671211502.933,-75.195,-28.809,-23.926,-36.621,-114.746,0
1671211502.950,-38.086,-29.297,-28.320,-41.016,-159.668,0
1671211502.954,1.465,-23.926,-17.578,-29.297,-88.867,0
1671211502.958,-6.836,-16.602,-8.789,-14.648,-59.570,0
1671211502.962,-53.711,-16.113,-19.531,-22.461,-51.270,0
1671211502.966,-67.383,-15.625,-25.879,-31.250,-21.484,0
1671211502.970,-29.785,-18.555,-22.949,-31.250,31.250,0
1671211502.974,7.324,-17.090,-16.113,-27.344,-4.883,0
1671211502.977,-3.418,-14.160,-14.648,-16.113,-108.887,0
1671211502.981,-44.922,-14.648,-20.508,-18.066,-17.090,0
1671211502.985,-61.523,-11.719,-9.766,-18.555,173.828,0
1671211502.989,-33.691,-13.672,-7.812,-25.879,46.875,0
1671211502.993,5.859,-17.578,-18.066,-30.762,-70.312,0
1671211502.995,0.488,-20.020,-22.461,-16.602,-24.414,0
1671211502.999,-44.922,-23.926,-26.855,-10.254,30.273,0
1671211503.003,-68.848,-22.949,-27.344,-22.949,-19.531,0
1671211503.007,-42.480,-24.902,-26.367,-38.574,-137.207,0
1671211503.011,-1.953,-23.438,-26.367,-34.180,-93.750,0
1671211503.015,-0.488,-20.996,-23.438,-16.602,97.168,0
1671211503.019,-41.992,-17.578,-17.578,-22.949,-6.348,0
1671211503.022,-72.266,-12.207,-22.949,-39.062,-176.758,0
1671211503.026,-46.387,-17.090,-19.531,-36.133,-60.059,0
1671211503.030,-6.836,-21.484,-20.508,-26.855,135.742,0
1671211503.034,-2.441,-19.531,-20.996,-27.832,-11.719,0
1671211503.038,-34.180,-18.555,-11.719,-14.160,-86.914,0
1671211503.041,-71.777,-21.484,-20.020,-19.043,-34.668,0
1671211503.045,-60.059,-24.414,-23.438,-34.180,-59.570,0
1671211503.049,-4.883,-19.043,-20.020,-24.414,-72.266,0
1671211503.053,19.531,-15.625,-20.508,-14.648,-56.641,0
1671211503.057,-15.625,-20.508,-19.531,-8.301,68.848,0
1671211503.061,-51.270,-14.160,-11.230,-9.766,69.824,0
1671211503.065,-41.504,-9.277,-11.719,-24.414,-96.680,0
1671211503.068,-2.441,-12.695,-26.855,-28.320,-89.355,0
1671211503.072,23.438,-12.695,-29.785,-11.230,201.660,0
1671211503.076,-14.160,-15.137,-23.438,-14.160,139.648,0
1671211503.080,-62.012,-14.648,-20.020,-30.273,-50.781,0
1671211503.084,-57.129,-11.230,-12.207,-37.598,-59.570,0
1671211503.085,-10.742,-14.648,-6.836,-30.762,-115.234,0
1671211503.089,18.555,-15.137,-14.648,-17.578,-64.453,0
1671211503.093,-12.695,-17.090,-18.066,-17.090,20.020,0
1671211503.097,-62.988,-24.902,-19.531,-26.855,73.730,0
1671211503.101,-63.965,-26.855,-22.949,-32.227,112.305,0
1671211503.105,-20.020,-22.949,-27.832,-31.250,-18.555,0
1671211503.109,7.812,-17.578,-23.438,-24.414,-11.719,0
1671211503.112,-10.254,-18.066,-24.902,-21.484,118.164,0
1671211503.116,-47.852,-17.090,-26.367,-13.184,257.812,0
1671211503.120,-57.129,-14.648,-15.137,-21.484,13.672,0
1671211503.124,-20.020,-12.695,-12.695,-24.902,-127.441,0
1671211503.128,18.066,-10.254,-22.461,-20.508,-27.832,0
1671211503.130,3.418,-14.648,-26.367,-23.926,-50.293,0
1671211503.134,-46.387,-20.996,-26.367,-29.297,-115.723,0
1671211503.138,-71.289,-18.555,-25.391,-40.527,-132.812,0
1671211503.142,-35.156,-17.578,-22.461,-47.363,-54.199,0
1671211503.146,6.836,-17.578,-20.996,-42.480,-84.961,0
1671211503.150,-5.859,-16.113,-27.344,-30.273,-66.895,0
1671211503.154,-51.270,-20.020,-27.344,-27.832,117.188,0
1671211503.157,-72.754,-20.508,-26.367,-31.250,340.332,0
1671211503.161,-45.410,-16.113,-30.762,-43.457,174.805,0
1671211503.165,-1.953,-15.137,-28.320,-38.574,-159.668,0
1671211503.169,-1.465,-17.090,-28.809,-20.508,-129.395,0
1671211503.173,-40.039,-20.508,-25.879,-21.973,-4.395,0
1671211503.175,-64.941,-13.672,-22.949,-28.809,-27.344,0
1671211503.179,-34.668,-5.859,-20.020,-27.344,-109.375,0
1671211503.183,10.254,-8.789,-18.066,-20.020,19.043,0
1671211503.187,14.648,-9.277,-20.996,-18.555,117.676,0
1671211503.191,-23.438,-2.930,-22.949,-20.996,-23.926,0
1671211503.195,-58.105,-5.371,-21.484,-29.785,-52.246,0
1671211503.199,-43.945,-16.113,-19.043,-34.180,69.336,0
1671211503.202,-7.812,-18.066,-17.090,-20.996,221.191,0
1671211503.206,3.906,-8.789,-14.648,-14.648,-22.949,0
1671211503.210,-25.879,-13.184,-16.602,-14.160,-159.668,0
1671211503.214,-63.477,-23.438,-16.602,-17.578,-31.738,0
1671211503.218,-61.035,-21.973,-17.578,-26.367,-92.773,0
