timestamps,TP9,AF7,AF8,TP10,Right AUX
1671211547.651,8.789,-18.555,-29.297,-35.645,-46.875,0
1671211547.655,0.488,-20.508,-28.809,-26.367,202.148,0
1671211547.659,-47.852,-18.066,-25.879,-29.785,27.832,0
1671211547.663,-67.383,-15.625,-18.555,-29.297,-152.344,0
1671211547.665,-47.852,-20.508,-18.066,-32.715,-80.566,0
1671211547.669,-13.184,-20.996,-23.438,-31.738,-83.008,0
1671211547.673,-6.836,-22.461,-18.066,-18.555,-77.637,0
1671211547.677,-46.387,-24.414,-22.461,-21.973,-43.945,0
1671211547.681,-63.477,-20.020,-23.926,-25.391,-20.508,0
1671211547.685,-43.457,-18.066,-23.926,-34.668,-16.113,0
1671211547.689,-8.301,-16.602,-27.832,-35.645,-17.578,0
1671211547.692,5.859,-13.672,-26.367,-21.484,-6.348,0
1671211547.696,-26.855,-19.531,-31.738,-7.812,260.254,0
1671211547.700,-62.500,-19.531,-34.668,-24.902,263.672,0
1671211547.704,-57.129,-19.531,-29.297,-50.293,-87.891,0
1671211547.708,-15.625,-18.555,-25.391,-42.480,-89.844,0
1671211547.710,8.789,-14.648,-21.973,-24.902,15.137,0
1671211547.714,-22.461,-15.625,-17.090,-21.484,24.414,0
1671211547.718,-61.523,-19.043,-13.672,-30.273,-89.355,0
1671211547.722,-55.176,-18.555,-20.020,-36.133,-102.539,0
1671211547.726,-16.113,-10.254,-20.020,-25.391,61.523,0
1671211547.730,0.488,-10.254,-14.648,-20.996,40.039,0
1671211547.734,-26.367,-17.090,-13.672,-22.461,-72.266,0
1671211547.737,-61.035,-16.113,-21.484,-26.367,20.996,0
1671211547.741,-60.547,-13.672,-23.926,-29.785,184.570,0
1671211547.745,-24.414,-15.625,-19.043,-33.203,-57.129,0
1671211547.749,1.465,-18.555,-15.625,-23.438,-175.781,0
1671211547.753,-16.113,-18.555,-14.160,-11.230,-45.898,0
1671211547.755,-53.223,-16.113,-13.672,-12.207,-52.734,0
1671211547.759,-57.617,-15.137,-15.137,-23.438,-166.016,0
1671211547.763,-26.367,-22.461,-25.391,-30.273,-183.594,0
1671211547.767,2.441,-19.531,-28.320,-26.855,-118.652,0
1671211547.771,-15.137,-16.602,-25.879,-18.066,-75.684,0
1671211547.775,-54.199,-20.020,-27.344,-19.043,3.906,0
1671211547.779,-58.105,-20.508,-22.461,-35.645,-21.484,0
1671211547.782,-25.391,-20.996,-15.625,-33.691,66.406,0
1671211547.786,3.906,-19.531,-14.648,-18.555,86.914,0
1671211547.790,-13.184,-16.113,-19.043,-17.578,-82.031,0
1671211547.794,-55.176,-10.254,-21.484,-20.996,-72.754,0
1671211547.798,-67.871,-12.695,-20.508,-37.598,-31.738,0
1671211547.801,-39.062,-16.602,-21.973,-50.293,-67.871,0
1671211547.805,-7.812,-14.648,-24.414,-44.922,-17.090,0
1671211547.809,-13.184,-17.090,-27.344,-35.645,89.844,0
1671211547.813,-49.316,-15.137,-21.484,-32.227,271.973,0
1671211547.817,-69.824,-8.301,-12.695,-45.898,101.074,0
1671211547.821,-34.180,-3.906,-0.977,-48.828,-64.453,0
1671211547.825,5.371,-8.301,-3.418,-33.203,113.770,0
1671211547.828,-4.395,-18.066,-22.461,-27.832,304.199,0
1671211547.832,-52.246,-21.484,-22.949,-40.039,35.645,0
1671211547.836,-79.590,-21.484,-20.020,-42.480,-166.504,0
1671211547.840,-59.082,-20.508,-20.996,-43.945,-97.168,0
1671211547.844,-21.484,-19.043,-12.695,-49.316,-104.004,0
1671211547.845,-15.625,-20.996,-17.090,-41.504,-90.332,0
1671211547.849,-52.246,-24.414,-24.414,-40.527,-46.387,0
1671211547.853,-80.078,-22.949,-23.926,-46.387,-18.555,0
1671211547.857,-64.941,-22.461,-27.344,-49.805,-66.895,0
1671211547.861,-26.855,-24.902,-27.832,-56.152,-55.664,0
1671211547.865,-9.766,-20.996,-16.602,-39.062,34.180,0
1671211547.869,-39.551,-23.438,-22.461,-24.414,322.266,0
1671211547.872,-76.172,-31.250,-25.391,-31.250,303.223,0
1671211547.876,-68.359,-26.855,-21.973,-40.527,-63.965,0
1671211547.880,-22.949,-23.926,-23.438,-38.574,-85.449,0
1671211547.884,-0.977,-22.949,-14.160,-23.438,-2.441,0
1671211547.888,-33.203,-20.020,-21.484,-20.020,-42.480,0
1671211547.890,-76.660,-25.391,-34.180,-33.203,-138.672,0
1671211547.894,-68.848,-27.832,-27.832,-32.715,-113.281,0
1671211547.898,-25.879,-21.484,-21.973,-27.344,31.738,0
1671211547.902,-5.859,-20.996,-20.020,-32.227,-52.246,0
1671211547.906,-25.391,-22.461,-10.742,-26.855,-91.309,0
1671211547.910,-53.711,-19.531,-19.043,-21.484,45.410,0
1671211547.914,-54.199,-16.602,-32.715,-27.344,141.602,0
1671211547.917,-22.949,-18.555,-30.273,-30.273,6.348,0
1671211547.921,5.371,-24.902,-27.344,-12.695,-146.484,0
1671211547.925,-12.695,-25.391,-21.973,12.207,18.555,0
1671211547.929,-71.777,-21.484,-22.949,-12.207,131.348,0
1671211547.933,-81.055,-15.137,-28.320,-34.180,-119.141,0
1671211547.950,-31.738,-15.625,-26.367,-19.043,-201.660,0
1671211547.954,-5.371,-19.531,-24.414,-19.043,-75.684,0
1671211547.958,-22.949,-15.137,-19.531,-18.066,-5.859,0
1671211547.962,-60.547,-14.648,-27.344,-23.926,-65.918,0
1671211547.966,-74.219,-25.391,-36.621,-42.480,-114.258,0
1671211547.970,-47.852,-31.250,-39.062,-45.410,-3.418,0
1671211547.974,-10.254,-27.832,-39.062,-33.691,2.441,0
1671211547.977,-14.648,-24.414,-31.738,-29.297,-62.500,0
1671211547.981,-59.082,-26.855,-25.879,-32.715,-53.223,0
1671211547.985,-68.848,-28.320,-23.926,-24.902,144.043,0
1671211547.989,-42.480,-25.879,-26.855,-39.551,142.090,0
1671211547.993,-15.625,-26.367,-32.715,-54.688,-166.992,0
1671211547.995,-15.625,-24.902,-29.297,-37.598,-87.891,0
1671211547.999,-45.410,-19.531,-20.996,-18.555,369.141,0
1671211548.003,-68.848,-19.043,-19.531,-32.715,156.250,0
1671211548.007,-53.711,-21.484,-21.973,-47.852,-184.570,0
1671211548.011,-19.043,-18.555,-22.949,-39.551,-91.309,0
1671211548.015,-13.672,-18.066,-17.578,-30.273,104.004,0
1671211548.019,-50.781,-22.949,-24.902,-30.762,107.910,0
1671211548.022,-65.430,-20.996,-30.273,-29.785,-31.250,0
1671211548.026,-39.551,-19.531,-25.879,-26.855,-16.113,0
1671211548.030,-5.859,-19.043,-20.996,-25.391,179.199,0
1671211548.034,4.395,-14.648,-17.578,-21.484,9.766,0
1671211548.038,-29.297,-19.043,-21.973,-16.602,-145.020,0
1671211548.040,-60.547,-24.902,-19.043,-22.461,-35.645,0
1671211548.044,-51.270,-24.902,-12.695,-35.645,-21.484,0
1671211548.048,-17.578,-24.414,-23.926,-37.598,-115.234,0
1671211548.052,5.859,-21.973,-26.855,-24.902,-104.004,0
1671211548.056,-17.578,-18.555,-21.484,-13.184,114.258,0
1671211548.060,-51.758,-15.625,-19.043,-20.996,104.004,0
1671211548.064,-39.062,-11.230,-22.461,-29.297,-7.812,0
1671211548.067,3.418,-9.766,-22.949,-28.809,-22.461,0
1671211548.071,19.531,-17.578,-20.508,-16.113,162.598,0
1671211548.075,-18.066,-25.879,-30.273,-16.602,133.301,0
1671211548.079,-54.199,-21.973,-30.762,-24.414,-68.848,0
1671211548.083,-42.969,-15.137,-23.438,-23.926,-95.703,0
1671211548.085,-6.836,-21.484,-24.902,-28.809,-97.168,0
1671211548.089,9.277,-23.438,-31.738,-31.738,-45.898,0
1671211548.093,-19.043,-19.531,-25.879,-26.855,-40.039,0
1671211548.097,-53.223,-17.090,-21.973,-25.879,-8.789,0
1671211548.101,-52.734,-22.461,-22.461,-26.367,242.676,0
1671211548.105,-22.949,-22.461,-24.902,-31.250,92.285,0
1671211548.109,4.883,-18.555,-34.180,-27.344,-127.441,0
1671211548.112,-6.836,-18.066,-29.785,-14.648,-32.227,0
1671211548.116,-47.363,-18.066,-25.391,-11.230,165.527,0
1671211548.120,-61.523,-10.254,-23.926,-35.156,-74.219,0
1671211548.124,-23.926,-8.301,-20.508,-47.852,-223.145,0
1671211548.128,6.836,-14.160,-20.508,-37.109,-80.566,0
1671211548.130,-9.277,-19.043,-27.832,-25.391,-54.688,0
1671211548.134,-47.852,-20.996,-25.391,-24.902,-86.426,0
1671211548.138,-57.617,-19.531,-15.625,-39.062,-91.797,0
1671211548.142,-21.484,-21.973,-22.949,-43.457,-52.246,0
1671211548.146,9.766,-22.461,-36.133,-36.621,-83.008,0
1671211548.150,1.465,-20.020,-32.227,-29.785,-52.734,0
1671211548.154,-36.133,-17.090,-28.320,-26.367,145.020,0
1671211548.157,-59.082,-19.531,-20.020,-22.949,268.555,0
1671211548.161,-31.738,-22.461,-15.625,-28.809,48.828,0
1671211548.165,10.742,-16.113,-21.484,-28.320,-117.676,0
1671211548.169,2.930,-13.184,-24.414,-16.113,-99.609,0
1671211548.173,-33.203,-14.648,-26.855,-6.836,147.949,0
1671211548.175,-60.547,-17.090,-25.879,-25.391,96.680,0
1671211548.179,-45.898,-19.531,-18.066,-42.480,-56.641,0
1671211548.183,-9.277,-23.438,-24.414,-35.645,-19.043,0
1671211548.187,-3.418,-23.438,-28.809,-25.879,81.055,0
1671211548.191,-30.762,-15.625,-20.020,-27.344,5.371,0
1671211548.195,-58.105,-14.160,-12.695,-35.645,-93.750,0
1671211548.199,-44.922,-13.184,-20.020,-41.504,29.785,0
1671211548.202,-1.953,-8.301,-21.484,-31.738,189.453,0
1671211548.206,9.766,-6.348,-11.230,-23.438,-18.555,0
1671211548.210,-27.832,-9.766,-13.672,-24.414,-109.863,0
1671211548.214,-61.523,-13.184,-24.902,-31.250,44.922,0
1671211548.218,-54.688,-20.996,-31.250,-36.133,-26.367,0
1671211548.220,-20.508,-19.531,-30.762,-32.715,-161.133,0
1671211548.224,1.953,-17.090,-25.391,-27.832,-107.910,0
1671211548.228,-26.367,-21.973,-19.043,-25.391,6.348,0
1671211548.232,-58.105,-17.578,-15.137,-23.438,-33.691,0
1671211548.236,-50.781,-16.602,-15.137,-26.367,-170.898,0
1671211548.240,-17.090,-23.438,-15.137,-25.879,-111.816,0
1671211548.244,4.883,-20.508,-10.254,-13.672,170.410,0
1671211548.247,-20.020,-14.160,-14.648,-9.277,161.133,0
1671211548.251,-57.617,-11.719,-21.484,-26.367,-90.332,0
1671211548.255,-56.641,-12.695,-17.578,-33.691,-109.863,0
1671211548.259,-15.137,-15.625,-14.160,-29.785,-29.785,0
1671211548.263,12.207,-13.184,-17.578,-23.926,-59.570,0
1671211548.266,-20.508,-13.672,-23.926,-19.043,-12.207,0
1671211548.270,-63.477,-15.625,-23.926,-22.461,85.449,0
1671211548.274,-66.406,-18.555,-24.414,-30.273,256.836,0
1671211548.278,-31.738,-13.672,-26.367,-37.109,76.172,0
1671211548.282,1.465,-15.137,-19.043,-28.809,-170.410,0
1671211548.286,-11.230,-19.043,-15.625,-20.508,43.457,0
1671211548.290,-47.363,-12.695,-21.484,-21.973,221.191,0
1671211548.293,-62.012,-14.160,-24.902,-37.598,20.020,0
1671211548.297,-36.133,-18.066,-19.043,-52.734,-199.707,0
1671211548.301,2.441,-14.648,-16.113,-43.945,-109.375,0
1671211548.305,-7.324,-10.254,-28.320,-30.762,74.707,0
1671211548.309,-59.082,-15.625,-31.738,-36.133,-55.664,2
1671211548.325,-75.684,-22.949,-22.461,-41.504,-171.875,0
1671211548.329,-43.945,-21.484,-18.066,-39.551,-87.402,0
1671211548.333,-8.789,-19.531,-19.043,-32.715,-48.340,0
1671211548.337,-6.348,-18.555,-18.555,-21.973,-47.363,0
1671211548.341,-44.922,-21.484,-18.066,-20.508,-56.641,0
1671211548.345,-66.895,-21.484,-14.648,-20.020,167.480,0
1671211548.349,-42.480,-18.066,-23.926,-28.320,178.711,0
1671211548.352,-3.418,-16.602,-28.320,-32.227,-65.430,0
1671211548.356,0.488,-17.090,-22.461,-25.391,29.785,0
1671211548.360,-39.062,-21.484,-30.273,-20.508,111.816,0
1671211548.364,-64.453,-17.090,-32.227,-30.273,-76.660,0
1671211548.368,-44.922,-17.578,-29.785,-45.898,-166.504,0
1671211548.370,-8.301,-21.973,-25.879,-41.016,-107.422,0
1671211548.374,0.000,-15.625,-17.090,-31.250,38.086,0
1671211548.378,-40.527,-10.742,-9.277,-34.668,12.207,0
1671211548.382,-82.520,-16.113,-14.648,-47.363,-83.008,0
1671211548.386,-74.219,-18.555,-22.949,-56.152,-41.504,0
1671211548.390,-30.273,-15.137,-24.902,-50.293,62.500,0
1671211548.394,-4.395,-16.113,-26.367,-39.551,43.457,0
1671211548.397,-28.809,-11.719,-26.855,-35.645,7.812,0
1671211548.401,-71.289,-15.625,-34.668,-46.387,33.691,0
1671211548.405,-61.523,-21.484,-30.273,-47.852,240.723,0
1671211548.409,-6.836,-8.789,-20.020,-41.992,58.594,0
1671211548.413,13.184,-6.836,-26.855,-37.109,-117.676,0
1671211548.415,-19.531,-22.461,-23.438,-32.227,-4.395,0
1671211548.419,-51.758,-17.090,-21.973,-31.250,-70.312,0
1671211548.423,-45.410,-7.324,-26.855,-36.133,-202.637,0
1671211548.427,-4.883,-7.324,-26.367,-34.668,-125.488,0
1671211548.431,17.090,-14.160,-36.133,-33.691,12.695,0
1671211548.435,-9.277,-15.625,-38.086,-30.762,93.262,0
1671211548.439,-54.199,-10.254,-30.762,-31.250,116.211,0
1671211548.442,-59.570,-10.742,-26.855,-43.945,32.715,0
1671211548.446,-20.508,-16.602,-28.809,-39.551,181.152,0
1671211548.450,5.371,-20.020,-28.809,-30.273,223.633,0
1671211548.454,-13.672,-17.578,-15.137,-23.438,-5.371,0
1671211548.458,-55.176,-18.066,-17.090,-28.320,-60.059,0
1671211548.460,-61.523,-18.066,-24.902,-36.133,37.598,0
1671211548.464,-21.484,-19.043,-26.855,-40.527,-22.461,0
1671211548.468,0.977,-24.902,-30.273,-42.480,-145.996,0
1671211548.472,-23.438,-24.414,-30.762,-46.387,-84.961,0
1671211548.476,-70.312,-20.508,-32.715,-51.270,108.398,0
1671211548.480,-85.449,-20.508,-26.367,-55.176,59.082,0
1671211548.484,-56.641,-22.949,-15.625,-62.988,-64.941,0
1671211548.487,-24.902,-22.949,-15.625,-62.012,-26.855,0
1671211548.491,-33.203,-29.785,-29.785,-47.852,175.781,0
1671211548.495,-66.406,-29.785,-33.203,-46.387,33.691,0
1671211548.499,-77.637,-21.484,-27.832,-49.805,-118.652,0
1671211548.503,-51.758,-23.926,-22.949,-47.363,-67.383,0
1671211548.506,-14.648,-22.949,-23.438,-42.969,-74.707,0
1671211548.510,-16.113,-20.020,-26.367,-40.527,-110.840,0
1671211548.514,-50.781,-23.926,-24.902,-40.039,-104.492,0
1671211548.518,-71.289,-26.367,-25.879,-34.668,5.371,0
1671211548.522,-50.293,-21.973,-25.879,-43.457,-18.066,0
1671211548.526,-9.766,-19.043,-24.414,-41.504,-34.668,0
1671211548.530,3.906,-11.230,-19.043,-20.996,24.414,0
1671211548.533,-31.738,-14.160,-13.184,-20.508,176.758,0
1671211548.537,-65.430,-18.066,-15.625,-31.738,97.168,0
1671211548.541,-49.316,-16.113,-20.020,-40.039,-152.344,0
1671211548.545,-14.160,-17.578,-18.066,-43.457,-152.344,0
1671211548.549,0.000,-19.043,-10.254,-33.203,-76.660,0
1671211548.550,-27.344,-21.973,-9.766,-30.273,-74.219,0
1671211548.554,-66.406,-18.066,-10.742,-38.086,-85.938,0
1671211548.558,-52.246,-15.137,-9.766,-41.992,-56.641,0
1671211548.562,-7.324,-18.066,-16.602,-38.086,61.035,0
1671211548.566,6.836,-13.672,-22.949,-25.879,-3.418,0
1671211548.570,-21.484,-15.625,-17.090,-23.926,1.953,0
1671211548.574,-55.664,-19.043,-14.160,-33.203,147.949,0
1671211548.577,-51.270,-18.555,-19.043,-31.250,264.160,0
1671211548.581,-20.508,-17.090,-17.090,-36.133,8.301,0
1671211548.585,2.930,-14.160,-20.996,-36.133,-159.668,0
1671211548.589,-18.066,-16.602,-21.484,-25.879,-54.199,0
1671211548.593,-62.500,-21.973,-26.855,-35.156,-83.496,0
1671211548.595,-62.988,-22.461,-24.902,-41.504,-144.531,0
1671211548.599,-20.996,-19.531,-17.090,-41.016,-215.820,0
1671211548.603,2.930,-19.043,-18.555,-35.156,-152.344,0
1671211548.607,-22.949,-21.484,-19.531,-35.156,-92.773,0
1671211548.611,-62.500,-21.973,-17.578,-36.621,-121.094,0
1671211548.615,-62.988,-24.902,-15.625,-41.016,-70.312,0
1671211548.619,-27.832,-27.832,-10.742,-35.156,236.816,0
1671211548.622,0.977,-25.391,-8.789,-22.949,256.348,0
1671211548.626,-10.742,-15.625,-11.719,-27.344,-119.141,0
1671211548.630,-50.781,-16.113,-15.625,-28.320,-145.020,0
1671211548.634,-58.105,-28.320,-22.461,-22.461,62.500,0
1671211548.638,-28.809,-23.926,-26.855,-29.297,-80.566,0
1671211548.640,0.488,-12.207,-22.949,-30.273,-159.668,0
1671211548.644,-5.859,-14.160,-14.160,-14.648,88.867,0
1671211548.648,-50.293,-20.020,-17.578,-15.137,228.516,0
1671211548.652,-68.848,-22.949,-24.414,-36.133,50.781,0
1671211548.656,-38.086,-21.484,-20.996,-40.039,-137.695,0
1671211548.660,-0.977,-23.438,-26.367,-34.668,6.348,0
1671211548.664,-1.953,-26.367,-30.273,-26.367,225.098,0
1671211548.667,-45.410,-24.414,-29.297,-27.344,22.949,0
1671211548.671,-70.312,-20.996,-25.391,-35.156,-141.113,0
1671211548.675,-46.875,-23.926,-22.461,-43.945,14.648,0
1671211548.679,-10.254,-25.879,-20.996,-38.086,170.410,0
1671211548.683,-10.254,-21.973,-18.066,-37.598,-24.414,0
1671211548.700,-48.340,-27.832,-26.367,-40.527,-100.586,0
1671211548.704,-74.707,-32.227,-31.738,-41.016,-60.547,0
1671211548.708,-53.711,-24.902,-30.273,-44.922,-156.738,0
1671211548.712,-6.836,-18.555,-22.461,-35.156,-217.285,0
1671211548.716,7.812,-15.137,-16.113,-20.508,-119.629,0
1671211548.720,-20.020,-12.207,-17.090,-17.090,149.902,0
1671211548.724,-49.805,-13.184,-14.160,-24.902,152.832,0
1671211548.727,-44.922,-19.531,-21.973,-42.480,-66.406,0
1671211548.731,-2.930,-16.602,-25.391,-35.645,-157.715,0
1671211548.735,9.277,-15.137,-24.902,-10.742,74.219,0
1671211548.739,-32.227,-18.555,-24.414,-13.184,57.617,0
1671211548.743,-68.359,-16.602,-20.020,-17.090,-192.871,0
1671211548.746,-55.176,-18.066,-20.020,-20.020,-60.547,0
1671211548.750,-20.996,-25.391,-22.461,-23.926,193.359,0
1671211548.754,-9.766,-29.297,-19.531,-27.832,51.270,0
1671211548.758,-30.273,-27.832,-21.973,-27.832,-76.172,0
1671211548.762,-64.941,-25.879,-26.855,-24.902,-0.488,0
1671211548.766,-59.570,-18.066,-21.973,-28.320,123.535,0
1671211548.770,-15.137,-15.137,-26.367,-34.180,51.758,0
1671211548.773,9.766,-19.531,-31.250,-29.785,-90.332,0
1671211548.777,-17.578,-25.879,-27.832,-16.602,-22.461,0
1671211548.781,-58.594,-28.320,-24.414,-11.719,197.754,0
1671211548.785,-62.988,-28.320,-28.320,-41.016,-28.320,0
1671211548.789,-14.648,-21.484,-24.414,-44.434,-165.527,0
1671211548.790,24.414,-14.160,-23.438,-23.926,-42.480,0
1671211548.794,9.766,-16.113,-23.926,-21.973,-14.160,0
1671211548.798,-38.574,-20.020,-14.648,-30.273,-29.785,0
1671211548.802,-61.035,-24.414,-22.461,-41.992,-53.711,0
1671211548.806,-20.020,-20.508,-23.926,-38.086,70.801,0
1671211548.810,15.625,-14.648,-17.578,-31.738,41.016,0
1671211548.814,-8.789,-13.672,-25.391,-33.691,-26.855,0
1671211548.817,-50.293,-16.602,-24.902,-35.156,72.754,0
1671211548.821,-63.477,-21.973,-21.484,-30.762,211.914,0
1671211548.825,-37.109,-22.461,-27.344,-38.574,158.203,0
1671211548.829,4.883,-16.113,-21.973,-38.574,-35.156,0
1671211548.833,4.883,-15.625,-17.090,-21.973,-67.871,0
1671211548.835,-36.621,-15.625,-25.879,-22.461,-27.344,0
1671211548.839,-57.129,-17.578,-26.855,-33.203,-19.043,0
1671211548.843,-31.738,-20.508,-28.809,-43.945,-54.199,0
1671211548.847,10.742,-17.090,-27.344,-39.062,-17.090,0
1671211548.851,13.184,-15.137,-20.508,-26.367,138.672,0
1671211548.855,-29.297,-9.766,-21.973,-30.762,127.930,0
1671211548.859,-51.758,-7.812,-28.809,-39.551,-19.043,0
1671211548.862,-26.855,-12.695,-25.879,-38.086,-13.672,0
1671211548.866,1.953,-14.160,-23.438,-21.973,261.230,0
1671211548.870,-4.883,-9.766,-31.250,-20.020,94.727,0
1671211548.874,-37.109,-11.230,-21.973,-23.438,-85.449,0
1671211548.878,-56.152,-17.578,-11.230,-18.066,-24.902,0
1671211548.880,-38.086,-17.578,-23.438,-22.949,-93.750,0
1671211548.884,-3.418,-16.602,-35.156,-26.367,-151.855,0
1671211548.888,3.906,-14.648,-29.297,-20.996,-133.789,0
1671211548.892,-31.738,-18.066,-20.508,-20.996,-51.270,0
1671211548.896,-64.453,-22.949,-19.531,-32.227,-50.293,0
1671211548.900,-56.152,-25.391,-31.738,-43.945,-30.762,0
1671211548.904,-15.137,-22.461,-37.109,-44.434,22.461,0
1671211548.907,6.348,-19.043,-29.297,-29.785,176.758,0
1671211548.911,-25.391,-21.484,-18.555,-21.484,162.109,0
1671211548.915,-66.895,-24.902,-16.602,-37.598,-32.715,0
1671211548.919,-58.594,-23.926,-21.973,-43.945,-116.699,0
1671211548.923,-14.648,-23.926,-21.973,-38.086,-76.660,0
1671211548.925,4.395,-25.879,-21.484,-37.598,-105.957,0
1671211548.929,-19.043,-33.203,-27.832,-30.762,-115.234,0
1671211548.933,-58.594,-35.645,-36.621,-34.180,-93.750,0
1671211548.937,-55.664,-31.738,-35.156,-49.805,-3.418,0
1671211548.941,-10.742,-29.785,-26.367,-47.363,-141.113,0
1671211548.945,6.348,-30.762,-24.902,-36.621,-158.203,0
1671211548.949,-20.996,-32.227,-27.344,-31.250,121.094,0
1671211548.952,-50.781,-27.344,-28.320,-17.090,283.203,0
1671211548.956,-59.570,-21.973,-30.273,-36.621,14.160,0
1671211548.960,-28.320,-20.508,-31.250,-49.805,-164.551,0
1671211548.964,4.883,-21.484,-22.461,-36.621,-89.844,0
1671211548.968,-16.602,-23.438,-16.602,-27.344,-51.758,0
1671211548.971,-52.246,-22.461,-17.578,-28.320,-47.852,0
1671211548.975,-61.523,-26.855,-21.484,-41.992,-101.562,0
1671211548.979,-30.762,-27.344,-20.020,-37.109,-37.109,0
1671211548.983,6.836,-19.531,-18.066,-25.879,-63.477,0
1671211548.987,-1.465,-23.438,-18.066,-25.391,-146.973,0
1671211548.991,-36.133,-30.273,-12.695,-24.902,-100.586,0
1671211548.995,-52.246,-29.785,-17.090,-24.414,153.809,0
1671211548.998,-31.738,-28.320,-22.461,-29.297,98.633,0
1671211549.002,0.977,-23.438,-16.602,-24.414,-154.785,0
1671211549.006,0.000,-25.391,-12.207,-19.043,-101.562,0
1671211549.010,-33.691,-26.855,-15.137,-24.414,-58.594,0
1671211549.014,-58.594,-18.555,-22.949,-35.645,-154.785,0
1671211549.015,-31.250,-13.672,-26.855,-36.621,-207.520,0
1671211549.019,5.859,-14.160,-23.926,-23.438,-54.688,0
1671211549.023,5.859,-15.137,-17.578,-14.648,186.035,0
1671211549.027,-29.297,-19.043,-17.090,-17.090,147.949,0
1671211549.031,-58.105,-19.043,-16.602,-23.438,-50.781,0
1671211549.035,-33.203,-17.578,-17.090,-25.391,60.547,0
1671211549.039,2.441,-21.484,-24.902,-23.926,351.074,0
1671211549.042,2.441,-19.043,-24.902,-23.926,146.484,0
1671211549.046,-37.598,-17.090,-26.367,-26.855,-82.031,0
1671211549.050,-69.336,-15.625,-20.996,-34.180,-44.434,0
1671211549.054,-52.734,-17.090,-22.461,-39.551,-120.605,0
1671211549.058,-14.160,-16.113,-24.414,-32.227,-187.988,0
1671211549.075,-2.441,-11.719,-24.902,-25.391,-146.973,0
1671211549.079,-41.504,-17.578,-31.738,-30.273,-51.758,0
1671211549.083,-79.102,-24.414,-30.273,-35.645,-67.383,0
1671211549.087,-71.777,-22.949,-25.879,-41.992,-117.676,0
1671211549.091,-33.203,-20.996,-24.414,-46.875,-104.492,0
1671211549.095,-7.324,-20.508,-21.973,-33.691,24.414,0
1671211549.099,-30.762,-17.090,-19.043,-26.367,123.047,0
1671211549.102,-76.660,-15.137,-26.855,-41.992,49.805,0
1671211549.106,-68.359,-13.672,-31.250,-48.828,-117.676,0
1671211549.110,-14.648,-15.137,-19.043,-25.879,84.961,2
1671211549.114,2.441,-15.625,-16.602,-18.555,237.793,0
1671211549.118,-27.832,-16.602,-30.762,-30.273,-23.926,0
1671211549.120,-62.012,-21.973,-31.250,-35.156,-38.574,0
1671211549.124,-62.500,-20.020,-20.996,-39.551,115.234,0
1671211549.128,-27.832,-18.066,-20.020,-40.039,-21.973,0
1671211549.132,0.000,-17.578,-22.461,-32.715,-119.629,0
1671211549.136,-21.484,-13.672,-23.438,-26.855,-46.875,0
1671211549.140,-62.500,-15.625,-27.344,-34.180,114.746,0
1671211549.144,-73.730,-20.996,-26.855,-46.875,29.297,0
1671211549.147,-44.434,-23.926,-21.973,-52.246,-155.762,0
1671211549.151,-6.836,-25.879,-20.020,-41.504,-21.484,0
1671211549.155,-15.625,-23.926,-21.973,-24.902,358.398,0
1671211549.159,-59.570,-21.973,-20.996,-37.109,144.531,0
1671211549.163,-77.148,-18.555,-19.531,-51.270,-87.891,0
1671211549.165,-47.363,-12.207,-10.742,-50.293,-7.812,0
1671211549.169,-12.695,-16.113,-13.672,-42.969,-38.086,0
1671211549.173,-21.484,-19.531,-31.738,-37.598,-86.914,0
1671211549.177,-58.105,-18.555,-31.250,-40.039,-70.801,0
1671211549.181,-74.219,-18.555,-25.879,-44.922,-20.996,0
1671211549.185,-49.316,-17.090,-24.902,-47.852,-37.109,0
1671211549.189,-12.207,-17.578,-29.297,-41.504,-42.480,0
1671211549.192,-13.672,-18.555,-30.273,-29.297,-27.344,0
1671211549.196,-45.410,-21.973,-24.902,-25.879,141.602,0
1671211549.200,-64.941,-22.461,-24.902,-39.551,95.703,0
1671211549.204,-46.875,-18.555,-24.902,-50.781,-158.691,0
1671211549.208,-8.789,-19.043,-24.414,-42.480,-158.203,0
1671211549.210,-2.441,-22.949,-23.926,-38.574,4.395,0
1671211549.214,-41.504,-21.484,-16.602,-44.434,3.418,0
1671211549.218,-72.266,-20.996,-19.043,-48.340,-141.602,0
1671211549.222,-54.688,-25.391,-22.949,-58.105,-112.305,0
1671211549.226,-14.648,-23.438,-21.973,-49.805,97.168,0
1671211549.230,-3.906,-19.043,-20.508,-38.086,69.336,0
1671211549.234,-34.668,-20.996,-19.531,-38.086,-33.203,0
1671211549.237,-70.801,-18.066,-22.461,-42.969,2.930,0
1671211549.241,-62.012,-19.043,-28.320,-48.340,160.156,0
1671211549.245,-25.879,-21.484,-26.367,-55.176,10.254,0
1671211549.249,-5.371,-20.020,-19.043,-41.016,-135.742,0
1671211549.253,-21.973,-14.160,-16.602,-26.855,-43.945,0
1671211549.255,-57.617,-17.090,-15.137,-34.668,-61.035,0
1671211549.259,-53.223,-24.902,-20.996,-38.574,-148.438,0
1671211549.263,-13.184,-20.996,-26.855,-35.156,-141.113,0
1671211549.267,5.371,-17.578,-13.184,-24.902,15.625,0
1671211549.271,-23.926,-21.973,-10.254,-17.090,18.066,0
