timestamps,TP9,AF7,AF8,TP10,Right AUX
1671211777.950,-4.883,-29.785,-22.949,-31.738,7.324,0
1671211777.954,-6.836,-30.273,-26.367,-9.766,239.258,0
1671211777.957,-31.250,-27.344,-22.949,-3.418,314.453,0
1671211777.961,-46.387,-24.902,-9.277,-20.020,17.090,0
1671211777.965,-37.109,-29.297,-16.602,-29.297,-81.055,0
1671211777.969,-10.254,-30.273,-21.484,-26.855,-71.289,0
1671211777.973,-9.277,-29.785,-21.973,-14.160,-9.766,0
1671211777.976,-46.875,-29.785,-27.832,-16.602,5.371,0
1671211777.980,-70.801,-30.762,-25.879,-32.715,-48.828,0
1671211777.984,-50.781,-28.809,-26.855,-30.762,24.414,0
1671211777.988,-23.438,-23.438,-25.879,-20.508,13.184,0
1671211777.992,-21.484,-28.809,-26.855,-23.926,-69.336,0
1671211777.996,-37.598,-27.344,-25.391,-22.461,104.492,0
1671211778.000,-54.688,-18.066,-22.949,-16.113,341.309,0
1671211778.003,-47.363,-17.578,-23.926,-23.926,146.484,0
1671211778.007,-21.973,-19.043,-19.043,-34.668,-43.457,0
1671211778.011,-11.719,-17.578,-15.625,-29.297,20.020,0
1671211778.015,-30.762,-17.090,-15.137,-16.113,153.809,0
1671211778.019,-55.664,-23.438,-20.020,-21.973,37.109,0
1671211778.036,-57.129,-21.973,-35.156,-35.156,-66.895,0
1671211778.040,-29.297,-16.602,-27.344,-26.367,-54.688,0
1671211778.044,-10.742,-19.043,-6.348,-16.113,13.184,0
1671211778.048,-33.203,-13.672,-7.812,-14.648,-15.137,0
1671211778.052,-53.711,-10.254,-14.160,-19.043,-114.258,0
1671211778.056,-43.945,-17.090,-16.602,-25.879,128.906,0
1671211778.060,-23.926,-16.113,-17.578,-29.785,241.699,0
1671211778.063,-15.625,-13.672,-20.996,-36.133,-42.969,0
1671211778.067,-24.414,-16.602,-19.531,-33.691,-116.211,0
1671211778.071,-41.504,-16.602,-20.020,-25.879,57.617,0
1671211778.075,-42.480,-14.648,-18.555,-33.203,61.035,0
1671211778.079,-17.090,-15.625,-16.113,-46.387,-94.727,0
1671211778.080,2.930,-12.695,-29.297,-39.551,-72.754,0
1671211778.084,-6.836,-14.648,-36.133,-25.879,-3.906,0
1671211778.088,-40.039,-20.020,-29.297,-23.438,-20.996,0
1671211778.092,-57.129,-20.020,-22.949,-21.484,-106.445,0
1671211778.096,-38.086,-15.625,-24.414,-19.043,-48.340,0
1671211778.100,-10.742,-16.113,-23.438,-17.578,87.891,0
1671211778.104,-10.742,-19.043,-20.020,-11.230,87.891,0
1671211778.107,-42.969,-19.043,-24.902,-17.090,41.016,0
1671211778.111,-57.617,-20.020,-32.227,-28.320,41.992,0
1671211778.115,-33.203,-17.578,-36.621,-14.160,259.766,0
1671211778.119,-12.695,-18.066,-30.762,-12.695,292.480,0
1671211778.123,-21.484,-19.531,-20.996,-24.414,-17.578,0
1671211778.125,-38.574,-21.973,-26.367,-21.973,13.184,0
1671211778.129,-52.734,-21.484,-21.484,-26.367,101.074,0
1671211778.133,-38.574,-19.531,-13.672,-37.598,-34.180,0
1671211778.137,-12.695,-20.020,-14.160,-36.621,-69.824,0
1671211778.141,-13.184,-21.973,-19.043,-27.344,-2.441,0
1671211778.145,-33.203,-22.461,-27.344,-26.855,46.387,0
1671211778.149,-48.828,-20.020,-31.250,-35.156,34.668,0
1671211778.152,-43.945,-17.578,-33.203,-44.434,-53.223,0
1671211778.156,-16.602,-16.113,-29.297,-28.320,166.992,0
1671211778.160,-5.371,-18.066,-17.578,-14.648,358.398,0
1671211778.164,-30.273,-25.391,-14.648,-25.391,40.527,0
1671211778.168,-50.293,-25.879,-15.137,-24.414,-147.949,0
1671211778.171,-33.203,-24.902,-13.672,-18.555,-130.859,0
1671211778.175,-3.906,-26.855,-22.949,-15.137,-159.668,0
1671211778.179,1.953,-21.973,-28.809,-11.230,-165.039,0
1671211778.183,-14.160,-15.625,-25.391,-11.719,-54.688,0
1671211778.187,-40.039,-16.602,-16.602,-19.531,-25.391,0
1671211778.191,-41.016,-12.695,-15.137,-24.902,-59.082,0
1671211778.195,-14.648,-9.766,-10.254,-21.973,31.738,0
1671211778.198,-1.953,-16.602,-15.625,-26.855,113.770,0
1671211778.202,-20.508,-14.160,-30.273,-14.648,358.398,0
1671211778.206,-44.922,-10.742,-25.879,-6.348,327.148,0
1671211778.210,-43.945,-10.742,-12.695,-22.949,-40.527,0
1671211778.214,-16.113,-14.648,-17.090,-21.484,-67.383,0
1671211778.216,0.488,-15.625,-20.508,-22.461,-24.414,0
1671211778.220,-18.555,-14.160,-18.555,-29.297,-35.645,0
1671211778.224,-41.504,-12.695,-25.879,-24.414,-71.777,0
1671211778.228,-39.551,-14.160,-23.438,-21.484,-36.133,0
1671211778.232,-15.137,-16.113,-17.090,-30.762,6.348,0
1671211778.236,1.465,-14.160,-21.484,-26.367,-26.855,0
1671211778.240,-11.719,-18.555,-29.785,-12.207,39.062,0
1671211778.243,-37.598,-24.902,-29.785,-11.719,71.289,0
1671211778.247,-48.828,-24.902,-26.855,-19.043,57.129,0
1671211778.251,-24.414,-19.531,-32.227,-20.508,-60.059,0
1671211778.255,1.953,-12.695,-24.414,-15.137,-103.027,0
1671211778.259,-7.812,-13.184,-19.043,-13.672,66.895,0
1671211778.261,-37.598,-15.137,-19.043,-20.508,75.684,0
1671211778.265,-50.293,-18.555,-18.066,-29.785,-114.258,0
1671211778.269,-31.738,-17.090,-24.902,-26.855,-62.500,0
1671211778.273,-8.789,-11.719,-17.090,-20.996,38.086,0
1671211778.277,-13.672,-13.184,-14.160,-19.043,-9.766,0
1671211778.281,-39.062,-18.066,-23.926,-18.555,-54.199,0
1671211778.285,-49.805,-15.137,-27.344,-12.695,-1.465,0
1671211778.288,-28.320,-15.625,-25.879,-11.719,328.125,0
1671211778.292,-4.883,-13.672,-20.996,-19.043,283.203,0
1671211778.296,0.000,-6.836,-21.484,-20.508,-138.184,0
1671211778.300,-13.184,-9.277,-21.973,-13.672,-66.406,0
1671211778.304,-37.598,-12.207,-16.602,-20.996,-12.695,0
1671211778.305,-31.250,-12.207,-16.113,-28.809,-144.043,0
1671211778.309,-12.207,-21.484,-21.484,-30.762,-135.742,0
1671211778.313,-11.719,-26.367,-24.902,-25.391,-57.617,0
1671211778.317,-27.344,-24.902,-26.367,-22.461,-12.695,0
1671211778.321,-49.316,-27.344,-36.133,-29.297,-13.672,0
1671211778.325,-36.621,-24.414,-31.738,-34.180,10.742,0
1671211778.329,-12.207,-18.066,-22.949,-28.320,234.863,0
1671211778.332,-9.277,-17.090,-27.344,-17.578,341.309,0
1671211778.336,-30.273,-20.020,-22.461,-20.020,20.020,0
1671211778.340,-49.805,-20.996,-20.508,-30.762,-76.660,0
1671211778.344,-41.992,-18.555,-26.367,-35.156,-16.113,0
1671211778.348,-15.137,-22.461,-30.762,-32.715,-71.289,0
1671211778.350,-5.859,-24.902,-35.645,-26.855,-125.488,0
1671211778.354,-21.484,-21.973,-33.203,-20.508,-59.082,0
1671211778.358,-45.898,-20.020,-20.996,-22.461,21.484,0
1671211778.362,-51.270,-13.672,-19.043,-29.297,-59.082,0
1671211778.366,-21.484,-13.184,-23.926,-26.855,-103.516,0
1671211778.370,-3.418,-17.578,-15.625,-13.184,119.141,0
1671211778.374,-24.414,-15.625,-19.531,-13.184,375.000,0
1671211778.377,-53.711,-23.438,-31.738,-20.508,284.180,0
1671211778.381,-56.152,-29.297,-23.438,-23.926,66.895,0
1671211778.385,-32.227,-22.949,-22.461,-27.344,62.500,0
1671211778.389,-12.207,-22.461,-32.715,-21.484,260.254,0
1671211778.393,-18.555,-26.367,-28.320,-16.602,157.715,0
1671211778.395,-44.922,-27.832,-25.391,-22.461,-5.859,0
1671211778.399,-56.641,-24.414,-31.738,-29.785,36.133,0
1671211778.403,-42.969,-20.508,-26.855,-28.809,5.859,0
1671211778.407,-18.066,-19.531,-26.367,-23.438,-48.828,0
1671211778.411,-21.973,-20.996,-30.273,-20.996,-4.395,0
1671211778.415,-50.293,-20.020,-25.391,-18.066,118.164,0
1671211778.419,-56.641,-22.461,-20.996,-14.160,101.074,0
1671211778.422,-34.180,-20.020,-18.555,-17.578,77.637,0
1671211778.426,-3.418,-18.066,-17.578,-21.484,-3.418,0
1671211778.430,-7.812,-24.414,-21.973,-14.160,104.492,0
1671211778.434,-33.691,-23.926,-21.484,-8.301,199.219,0
1671211778.438,-43.945,-16.113,-9.766,-10.254,-5.371,0
1671211778.455,-32.715,-13.184,-3.418,-20.996,-47.852,0
1671211778.459,-11.230,-16.113,-25.879,-29.297,41.992,0
1671211778.463,-6.836,-16.113,-33.203,-25.391,77.637,0
1671211778.467,-32.227,-19.531,-21.484,-28.320,-4.883,2
1671211778.471,-53.711,-20.020,-24.902,-29.297,-0.488,0
1671211778.475,-47.852,-16.113,-26.367,-25.879,59.570,0
1671211778.479,-19.531,-19.531,-24.414,-27.832,4.883,0
1671211778.482,-6.836,-10.254,-16.602,-19.043,-11.719,0
1671211778.486,-21.973,-4.883,-17.090,-7.324,59.570,0
1671211778.490,-32.227,-8.789,-24.414,-1.465,279.297,0
1671211778.494,-36.133,-3.418,-32.715,-19.043,167.969,0
1671211778.498,-20.020,-4.395,-37.598,-37.109,-144.043,0
1671211778.501,0.977,-11.719,-34.180,-31.738,-96.680,0
1671211778.505,-19.531,-20.020,-35.645,-34.668,-45.898,0
1671211778.509,-46.875,-15.625,-25.879,-33.691,-78.613,0
1671211778.513,-45.898,-9.766,-20.020,-34.668,-137.207,0
1671211778.517,-25.391,-14.648,-27.344,-33.691,-57.617,0
1671211778.521,-8.301,-16.113,-25.879,-23.926,119.629,0
1671211778.525,-23.926,-13.672,-15.625,-20.996,131.348,0
1671211778.528,-54.199,-12.207,-9.277,-27.344,8.301,0
1671211778.532,-56.152,-19.043,-13.184,-29.785,112.305,0
1671211778.536,-26.855,-21.484,-13.672,-29.785,218.750,0
1671211778.540,-5.371,-10.254,-18.066,-35.645,-26.855,0
1671211778.544,-12.695,-12.695,-28.320,-29.785,-40.039,0
1671211778.545,-38.574,-21.484,-34.180,-27.832,29.785,0
1671211778.549,-47.363,-18.555,-32.227,-33.691,5.859,0
1671211778.553,-18.555,-13.184,-17.090,-32.227,-54.688,0
1671211778.557,0.000,-14.648,-21.484,-29.785,-50.293,0
1671211778.561,-18.555,-24.414,-27.832,-23.926,14.648,0
1671211778.565,-46.875,-25.391,-16.602,-20.020,81.543,0
1671211778.569,-55.176,-15.137,-21.484,-27.832,47.852,0
1671211778.572,-36.621,-14.160,-25.391,-34.180,-40.527,0
1671211778.576,-8.789,-16.602,-23.438,-19.043,290.527,0
1671211778.580,-12.207,-14.648,-25.879,-11.719,419.434,0
1671211778.584,-41.992,-9.766,-24.902,-29.297,60.547,0
1671211778.588,-51.270,-15.625,-23.926,-28.320,-13.184,0
1671211778.590,-40.039,-21.973,-20.996,-30.762,-39.062,0
1671211778.594,-17.090,-20.020,-18.066,-32.227,-141.113,0
1671211778.598,-14.648,-18.555,-24.414,-23.926,-123.047,0
1671211778.602,-44.434,-17.578,-26.855,-27.344,-74.707,0
1671211778.606,-64.941,-17.578,-23.926,-36.133,-43.945,0
1671211778.610,-43.457,-20.508,-26.855,-34.668,-24.902,0
1671211778.614,-9.766,-20.020,-24.902,-22.949,-41.016,0
1671211778.617,-12.695,-22.949,-24.414,-6.836,145.020,0
1671211778.621,-31.738,-21.973,-24.414,-0.977,342.773,0
1671211778.625,-44.434,-18.555,-12.207,-8.789,23.926,0
1671211778.629,-40.039,-23.438,-10.254,-18.066,-142.090,0
1671211778.633,-19.531,-20.996,-17.578,-27.344,-41.016,0
1671211778.635,-10.742,-16.113,-18.066,-23.926,-43.457,0
1671211778.639,-24.414,-19.531,-18.555,-18.066,-70.312,0
1671211778.643,-45.898,-19.531,-21.973,-28.320,-57.617,0
1671211778.647,-48.828,-20.508,-25.879,-29.297,-96.191,0
1671211778.651,-22.949,-21.973,-20.996,-23.926,-117.676,0
1671211778.655,-1.953,-15.625,-19.531,-24.414,-40.527,0
1671211778.659,-12.207,-12.207,-11.719,-14.648,44.434,0
1671211778.662,-33.203,-15.625,-4.883,-5.859,334.961,0
1671211778.666,-39.551,-19.531,-20.508,-20.508,270.020,0
1671211778.670,-20.508,-17.578,-26.367,-28.809,-209.473,0
1671211778.674,2.441,-17.090,-20.508,-14.648,3.418,0
1671211778.678,-8.301,-22.461,-20.020,-7.812,159.668,0
1671211778.680,-46.387,-25.391,-17.090,-17.090,-74.707,0
1671211778.684,-48.828,-20.996,-11.230,-22.461,-143.555,0
1671211778.688,-21.484,-22.461,-13.184,-11.230,-11.230,0
1671211778.692,-13.184,-21.973,-15.625,-9.766,103.027,0
1671211778.696,-14.648,-13.184,-15.137,-12.695,-5.371,0
1671211778.700,-38.086,-9.766,-17.090,-17.578,-3.418,0
1671211778.704,-51.270,-12.695,-16.602,-22.949,208.496,0
1671211778.707,-21.484,-11.719,-11.719,-17.090,272.461,0
1671211778.711,-2.441,-15.625,-17.578,-21.484,-21.973,0
1671211778.715,-13.184,-20.020,-20.996,-14.648,-72.266,0
1671211778.719,-34.668,-16.113,-13.672,-8.301,-3.906,0
1671211778.723,-43.457,-15.137,-10.254,-15.137,18.555,0
1671211778.727,-28.809,-14.648,-17.578,-17.578,-27.832,0
1671211778.731,-9.277,-17.090,-27.832,-22.949,13.672,0
1671211778.735,-11.230,-17.090,-26.367,-26.367,172.363,0
1671211778.739,-41.016,-19.531,-24.902,-28.809,84.473,0
1671211778.743,-62.012,-22.461,-24.902,-28.809,-70.801,0
1671211778.747,-37.598,-20.508,-18.066,-26.367,46.875,0
1671211778.751,-6.836,-15.137,-18.555,-18.555,213.867,0
1671211778.754,-9.277,-15.625,-16.602,-12.207,85.938,0
1671211778.758,-35.645,-16.113,-16.113,-18.066,-67.383,0
1671211778.762,-51.270,-14.160,-23.926,-23.926,-6.836,0
1671211778.766,-39.062,-15.137,-21.484,-24.414,135.742,0
1671211778.770,-18.066,-15.137,-21.484,-28.809,-11.719,0
1671211778.785,-8.789,-9.766,-24.902,-27.832,-96.191,0
1671211778.789,-23.926,-11.230,-29.785,-19.043,28.320,0
1671211778.793,-52.246,-20.020,-30.762,-21.973,9.277,0
1671211778.797,-47.852,-20.020,-16.602,-28.320,-59.570,0
1671211778.801,-10.742,-21.973,-12.207,-19.043,-92.773,0
1671211778.805,6.348,-19.043,-15.625,-7.812,69.824,0
1671211778.809,-20.996,-13.672,-11.230,-0.977,260.742,0
1671211778.812,-55.176,-16.113,-14.648,-5.371,38.574,0
1671211778.816,-61.035,-19.531,-20.020,-15.137,-142.578,0
1671211778.820,-39.062,-21.484,-21.484,-15.625,-36.133,0
1671211778.824,-21.973,-16.113,-21.484,-20.508,2.930,0
1671211778.828,-40.039,-14.160,-19.531,-22.949,-131.836,0
1671211778.831,-65.430,-15.625,-21.484,-19.531,-128.906,0
1671211778.835,-67.383,-16.602,-24.414,-28.320,-60.547,0
1671211778.839,-40.039,-13.184,-21.973,-36.133,-115.723,0
1671211778.843,-13.184,-15.625,-21.484,-31.250,-152.344,0
1671211778.847,-16.602,-18.555,-18.066,-17.090,1.465,0
1671211778.851,-44.434,-19.531,-15.625,-25.391,105.469,0
1671211778.855,-51.270,-18.066,-16.602,-33.691,13.672,0
1671211778.858,-37.109,-16.113,-15.625,-27.344,-22.461,0
1671211778.862,-21.484,-17.578,-26.855,-24.414,36.133,0
1671211778.866,-11.719,-20.996,-32.227,-7.812,351.562,0
1671211778.870,-36.621,-25.879,-26.855,-10.254,390.137,0
1671211778.874,-59.082,-23.438,-24.414,-27.344,14.160,0
1671211778.875,-37.598,-22.461,-23.926,-27.344,-119.141,0
1671211778.879,-18.066,-24.414,-23.438,-33.691,-117.188,0
1671211778.883,-20.996,-21.484,-23.438,-34.180,-106.445,0
1671211778.887,-42.480,-23.438,-28.320,-24.902,-91.309,0
1671211778.891,-58.105,-25.391,-30.762,-23.926,-68.848,0
1671211778.895,-42.969,-19.043,-26.367,-32.227,-37.598,0
1671211778.899,-19.043,-19.531,-25.879,-35.645,45.898,0
1671211778.902,-18.066,-20.020,-25.879,-32.227,-29.785,0
1671211778.906,-42.969,-21.484,-19.043,-29.785,77.637,0
1671211778.910,-58.105,-22.461,-15.137,-30.762,239.746,0
1671211778.914,-41.504,-13.672,-19.531,-31.738,19.531,0
1671211778.918,-23.926,-15.137,-22.461,-38.574,-62.500,0
1671211778.920,-23.438,-21.973,-17.578,-37.109,-10.254,0
1671211778.924,-41.992,-24.414,-22.949,-34.180,11.719,0
1671211778.928,-67.383,-27.344,-24.902,-39.551,-81.055,0
1671211778.932,-51.758,-23.438,-15.625,-41.992,-73.730,0
1671211778.936,-16.602,-22.461,-25.879,-36.621,-36.621,0
1671211778.940,-12.207,-24.902,-33.203,-22.461,17.578,0
1671211778.944,-29.785,-20.508,-26.367,-17.578,89.355,0
1671211778.947,-57.129,-19.043,-25.879,-25.879,87.402,0
1671211778.951,-53.711,-20.996,-22.949,-17.090,239.258,0
1671211778.955,-22.461,-18.555,-15.625,-9.766,162.109,0
1671211778.959,-12.207,-15.137,-17.578,-21.484,-143.555,0
1671211778.963,-31.738,-11.230,-16.113,-23.926,-84.961,0
1671211778.966,-55.176,-12.695,-21.484,-21.484,-30.273,0
1671211778.970,-50.781,-20.996,-26.855,-18.555,-62.988,0
1671211778.974,-29.785,-18.555,-25.391,-23.438,-115.234,0
1671211778.978,-3.906,-12.207,-20.508,-18.555,-63.477,0
1671211778.982,-14.160,-15.137,-12.695,-9.766,-18.555,0
1671211778.986,-50.293,-23.926,-18.066,-10.742,21.484,0
1671211778.990,-44.434,-18.066,-19.043,-16.602,43.457,0
1671211778.993,-8.301,-15.137,-18.066,-15.625,93.262,0
1671211778.997,5.371,-20.508,-24.902,-6.348,125.000,0
1671211779.001,-13.672,-16.113,-24.902,-11.719,-84.473,0
1671211779.005,-40.527,-8.789,-24.902,-18.066,-65.430,0
1671211779.009,-42.480,-7.324,-19.043,-19.531,4.395,0
1671211779.011,-24.414,-14.160,-18.066,-20.508,-78.613,0
1671211779.015,-10.742,-14.160,-21.484,-15.625,-145.508,0
1671211779.019,-8.789,-8.301,-16.602,-11.230,-58.594,0
1671211779.023,-37.109,-10.742,-16.113,-17.090,30.273,0
1671211779.027,-50.781,-18.066,-23.438,-21.484,0.488,0
1671211779.031,-24.414,-19.043,-24.902,-23.438,-17.090,0
1671211779.035,-1.465,-10.254,-15.137,-17.578,104.980,0
1671211779.038,0.488,-9.766,-26.855,-1.953,449.219,0
1671211779.042,-24.902,-12.695,-31.738,-1.465,488.281,0
1671211779.046,-42.480,-7.324,-22.949,-16.113,-0.488,0
1671211779.050,-22.461,-13.184,-27.832,-22.949,-132.812,0
1671211779.054,0.488,-15.625,-36.133,-20.996,-102.051,0
1671211779.055,-3.418,-10.742,-32.227,-12.207,-156.250,0
1671211779.059,-30.273,-16.113,-32.715,-13.184,-38.086,0
1671211779.063,-43.457,-17.578,-33.691,-15.137,21.484,0
1671211779.067,-42.480,-18.066,-19.043,-21.484,-78.613,0
1671211779.071,-20.996,-18.555,-8.301,-23.926,-126.953,0
1671211779.075,-10.742,-20.020,-15.137,-19.043,-64.941,0
1671211779.079,-36.133,-27.344,-26.367,-19.531,214.844,0
1671211779.082,-55.176,-27.344,-29.297,-22.461,282.227,0
1671211779.086,-46.387,-20.020,-23.438,-29.785,-41.016,0
1671211779.090,-12.695,-19.043,-23.438,-23.926,-104.004,0
1671211779.094,-2.930,-22.949,-27.832,-17.090,-6.348,0
1671211779.098,-28.320,-21.973,-26.367,-20.508,39.062,0
1671211779.100,-53.223,-21.973,-23.926,-20.996,-81.543,0
1671211779.104,-44.434,-24.414,-15.137,-17.578,-104.004,0
1671211779.108,-15.137,-18.066,-14.160,-18.066,-19.531,0
1671211779.112,-8.301,-11.719,-10.254,-13.672,-31.250,0
1671211779.116,-26.367,-19.043,-6.836,-10.254,-56.152,0
1671211779.120,-51.270,-23.926,-23.438,-18.066,-43.457,0
1671211779.124,-60.059,-21.973,-24.414,-25.879,122.070,0
1671211779.127,-34.180,-23.926,-16.113,-29.785,63.965,0
1671211779.131,-12.695,-21.973,-26.855,-27.832,-103.027,0
1671211779.135,-27.832,-19.531,-25.879,-21.484,-22.949,0
1671211779.139,-50.293,-20.996,-21.484,-6.836,357.910,0
1671211779.143,-58.594,-22.949,-23.926,-11.719,188.477,0
1671211779.160,-30.273,-21.484,-16.113,-25.879,-228.027,0
1671211779.164,-1.953,-20.508,-12.695,-20.020,-175.781,0
1671211779.168,-13.184,-18.555,-19.531,-16.113,-51.270,0
1671211779.172,-42.480,-13.672,-21.973,-19.043,-60.547,0
1671211779.176,-53.223,-12.695,-18.555,-21.973,-151.855,0
1671211779.180,-30.762,-16.602,-15.625,-22.949,37.598,0
1671211779.184,-4.883,-21.973,-12.695,-17.578,115.234,0
1671211779.187,-9.766,-22.949,-20.020,-14.160,-42.969,0
1671211779.191,-40.527,-21.484,-29.785,-23.438,-107.422,0
1671211779.195,-49.316,-15.625,-27.832,-20.020,4.883,0
1671211779.199,-25.879,-17.090,-29.785,-27.344,68.359,0
1671211779.203,-4.395,-18.555,-22.461,-36.133,-63.965,0
1671211779.205,-14.160,-11.230,-13.672,-20.996,-30.273,0
1671211779.209,-41.504,-8.789,-15.625,-20.508,-2.441,0
1671211779.213,-60.059,-20.996,-22.461,-37.109,-92.285,0
1671211779.217,-46.875,-33.203,-28.320,-36.621,-164.062,0
1671211779.221,-20.020,-23.926,-21.973,-27.344,-72.266,0
1671211779.225,-17.090,-19.043,-16.113,-25.879,28.320,0
1671211779.229,-33.691,-17.578,-22.461,-19.531,32.227,0
1671211779.232,-54.688,-19.043,-18.555,-27.344,38.086,0
1671211779.236,-49.805,-26.367,-17.578,-41.992,20.508,0
1671211779.240,-23.438,-29.297,-30.273,-36.133,249.512,0
1671211779.244,-24.414,-27.344,-38.086,-35.156,262.207,0
1671211779.248,-41.504,-21.973,-35.645,-39.062,-15.137,0
1671211779.250,-50.293,-23.438,-28.320,-37.598,-56.641,0
1671211779.254,-38.086,-18.066,-19.043,-36.133,-90.820,0
1671211779.258,-20.020,-20.508,-12.207,-33.691,-125.000,0
1671211779.262,-8.789,-25.879,-7.812,-27.832,-104.004,0
1671211779.266,-22.461,-20.020,-16.113,-19.531,82.520,1
1671211779.270,-52.734,-19.043,-27.344,-29.785,159.668,0
1671211779.274,-58.105,-20.508,-21.973,-37.598,61.523,0
1671211779.277,-22.461,-15.137,-22.461,-20.020,-29.297,0
1671211779.281,-0.977,-10.742,-25.391,-5.859,114.746,0
1671211779.285,-23.438,-14.648,-17.578,-9.766,179.688,0
1671211779.289,-44.922,-16.602,-14.160,-22.949,-89.355,0
1671211779.293,-45.898,-10.742,-18.555,-26.367,-136.230,0
1671211779.296,-21.973,-8.789,-22.461,-25.879,-101.562,0
1671211779.300,-4.883,-14.160,-18.555,-18.066,-92.773,0
1671211779.304,-17.578,-19.531,-14.648,-10.742,-105.469,0
1671211779.308,-41.016,-19.043,-16.602,-24.902,-78.125,0
1671211779.312,-40.527,-19.531,-14.648,-26.367,-78.613,0
1671211779.316,-15.625,-18.555,-19.531,-15.625,-69.824,0
1671211779.320,0.977,-10.254,-17.090,-12.695,-3.418,0
1671211779.323,-17.578,-13.672,-18.555,-18.066,101.074,0
1671211779.327,-49.316,-20.020,-25.879,-17.578,382.324,0
1671211779.331,-62.012,-19.043,-27.344,-22.949,398.926,0
1671211779.335,-45.410,-20.508,-22.461,-35.645,31.738,0
1671211779.339,-18.555,-21.484,-18.066,-37.109,-63.965,0
1671211779.340,-21.973,-16.602,-14.648,-32.227,8.301,0
1671211779.344,-41.992,-17.090,-7.812,-24.414,-54.199,0
1671211779.348,-47.852,-28.809,-10.254,-22.949,-161.621,0
1671211779.352,-36.133,-31.250,-20.020,-24.902,-118.652,0
1671211779.356,-18.066,-25.391,-18.066,-24.414,-65.430,0
1671211779.360,-23.438,-24.414,-12.695,-26.367,-25.879,0
1671211779.364,-53.223,-31.250,-18.555,-28.809,-3.418,0
1671211779.367,-62.500,-32.227,-14.648,-19.531,142.090,0
1671211779.371,-48.340,-21.484,-15.625,-24.902,184.082,0
1671211779.375,-25.391,-18.555,-25.879,-35.156,-30.762,0
1671211779.379,-22.949,-20.020,-23.926,-28.809,10.742,0
1671211779.383,-42.480,-17.090,-16.602,-20.020,81.055,0
1671211779.385,-52.246,-21.484,-13.672,-17.090,0.000,0
1671211779.389,-42.480,-25.391,-19.531,-20.020,-106.445,0
1671211779.393,-18.555,-25.391,-21.484,-17.578,-47.363,0
1671211779.397,-9.766,-24.414,-21.484,-10.254,10.254,0
1671211779.401,-31.250,-19.531,-23.438,-13.184,-26.855,0
1671211779.405,-46.387,-18.555,-16.113,-18.066,-5.859,0
1671211779.409,-37.598,-21.973,-16.113,-19.531,18.066,0
1671211779.412,-16.602,-20.508,-16.113,-12.207,270.020,0
1671211779.416,-11.230,-19.043,-9.766,-11.719,313.477,0
1671211779.420,-27.832,-17.578,-22.949,-20.020,-75.684,0
1671211779.424,-47.363,-19.043,-28.809,-20.996,-94.238,0
1671211779.428,-44.434,-13.672,-22.461,-22.461,-80.566,0
1671211779.431,-16.113,-6.348,-19.531,-15.625,-158.203,0
1671211779.435,-3.906,-8.301,-14.160,-11.719,-98.633,0
1671211779.439,-21.973,-13.672,-19.043,-13.184,59.082,0
1671211779.443,-47.852,-18.555,-19.531,-11.719,40.039,0
1671211779.447,-50.781,-17.578,-12.207,-19.043,-91.797,0
1671211779.451,-26.855,-12.207,-11.230,-18.555,-117.676,0
1671211779.455,-4.883,-12.207,-13.672,-3.418,115.723,0
1671211779.458,-16.113,-14.648,-23.438,-0.488,290.527,0
1671211779.462,-45.898,-17.578,-32.227,-13.672,-41.016,0
1671211779.466,-48.340,-14.648,-27.344,-17.578,-156.250,0
1671211779.470,-27.344,-16.602,-21.973,-20.508,-87.402,0
1671211779.474,-7.812,-14.648,-23.438,-15.625,-134.766,0
1671211779.475,-7.324,-9.766,-19.531,-6.836,-145.508,0
1671211779.479,-40.039,-15.625,-18.066,-10.254,-20.996,0
1671211779.483,-54.688,-16.113,-23.438,-21.484,-59.570,0
1671211779.487,-30.762,-14.648,-28.320,-27.832,-114.746,0
1671211779.491,-13.184,-12.695,-22.949,-22.949,-32.715,0
1671211779.495,-10.254,-9.766,-20.020,-14.160,3.906,0
1671211779.499,-26.367,-9.277,-23.438,-3.418,301.270,0
1671211779.502,-49.805,-7.324,-24.902,-14.160,417.969,0
1671211779.506,-37.598,-11.230,-22.949,-30.762,-9.277,0
1671211779.510,-2.441,-12.695,-24.902,-16.602,-71.289,0
1671211779.514,-5.371,-12.207,-32.227,-12.207,119.629,0
1671211779.518,-37.109,-20.508,-33.691,-23.438,-39.062,0
1671211779.520,-48.340,-16.602,-21.973,-22.949,-116.211,0
1671211779.524,-36.621,-10.254,-22.949,-22.949,-83.984,0
1671211779.528,-18.555,-14.160,-32.227,-28.809,-95.703,0
1671211779.532,-13.184,-13.184,-19.531,-25.879,-103.027,0
1671211779.536,-33.691,-13.184,-24.414,-25.391,-101.562,0
1671211779.540,-52.734,-13.184,-27.344,-16.113,27.344,0
1671211779.544,-41.016,-16.113,-20.508,-15.625,31.250,0
1671211779.547,-19.043,-20.020,-31.250,-20.996,-12.207,0
1671211779.551,-27.832,-22.461,-31.738,-18.555,-63.965,0
1671211779.555,-46.387,-21.484,-18.066,-14.648,83.008,0
1671211779.559,-56.152,-18.555,-10.742,-11.719,194.824,0
1671211779.563,-56.152,-16.113,-16.602,-22.949,-70.312,0
1671211779.580,-27.832,-14.160,-22.949,-20.020,-70.312,0
