timestamps,TP9,AF7,AF8,TP10,Right AUX
1671211837.733,-16.113,-23.438,-14.648,-21.484,-59.570,0
1671211837.737,-11.230,-20.996,-17.578,-18.066,-84.961,0
1671211837.741,-31.250,-20.020,-19.531,-12.695,-38.574,0
1671211837.745,-53.223,-22.949,-29.785,-14.160,7.324,0
1671211837.749,-45.898,-22.461,-27.344,-15.625,-41.504,0
1671211837.753,-17.578,-23.438,-22.949,-20.020,-164.551,0
1671211837.757,-2.441,-23.926,-23.926,-18.555,-33.203,0
1671211837.761,-18.555,-20.508,-16.602,-10.254,198.730,0
1671211837.764,-45.898,-20.020,-13.184,-17.090,43.457,0
1671211837.768,-37.109,-18.066,-20.020,-24.414,-175.781,0
1671211837.772,1.465,-16.602,-18.555,-19.531,-70.801,0
1671211837.776,18.066,-10.254,-14.160,-10.742,75.195,0
1671211837.780,-1.953,-3.418,-17.578,-15.625,-83.984,0
1671211837.780,-25.391,-10.254,-12.695,-26.367,-141.113,0
1671211837.784,-19.531,-12.695,-6.348,-22.949,-62.500,0
1671211837.788,-2.930,-10.254,-12.695,-24.902,-100.098,0
1671211837.792,8.789,-5.859,-21.484,-27.832,-15.625,0
1671211837.796,-2.930,-0.977,-25.391,-25.391,-2.930,0
1671211837.800,-25.391,-11.230,-20.020,-17.090,132.324,0
1671211837.804,-30.273,-19.531,-20.996,-28.809,255.371,0
1671211837.807,-20.996,-18.555,-27.344,-49.805,4.883,0
1671211837.811,-7.812,-20.996,-23.438,-40.039,-99.609,0
1671211837.815,-15.625,-21.973,-18.066,-23.926,65.430,0
1671211837.819,-37.598,-8.789,-14.648,-21.973,210.938,0
1671211837.823,-41.992,-0.977,-14.160,-29.785,-78.613,0
1671211837.840,-19.043,-16.602,-19.531,-29.297,-165.527,0
1671211837.844,-1.465,-23.926,-25.391,-33.203,-73.730,0
1671211837.848,-13.184,-15.137,-22.949,-34.668,-91.309,0
1671211837.852,-36.621,-15.137,-9.766,-27.832,-150.391,0
1671211837.856,-41.504,-14.648,-10.742,-26.855,-111.328,0
1671211837.860,-27.344,-15.625,-17.090,-37.109,-2.930,0
1671211837.864,-4.883,-18.066,-14.648,-34.668,-7.812,0
1671211837.867,1.953,-8.789,-10.254,-21.973,1.953,0
1671211837.871,-14.160,-9.766,-7.324,-18.555,-9.277,0
1671211837.875,-27.344,-16.113,-12.695,-16.602,194.824,0
1671211837.879,-17.090,-12.207,-20.508,-25.391,65.918,0
1671211837.883,2.441,-17.090,-24.414,-32.715,-232.910,0
1671211837.885,4.883,-18.555,-18.555,-20.996,-145.996,0
1671211837.889,-18.555,-15.625,-18.066,-13.672,-90.332,0
1671211837.893,-41.992,-20.508,-17.578,-9.766,-103.027,0
1671211837.897,-27.832,-24.414,-14.160,-4.883,-91.309,0
1671211837.901,4.395,-21.484,-11.719,-16.113,-63.477,0
1671211837.905,8.301,-14.648,-13.672,-21.973,-33.691,0
1671211837.909,-18.066,-15.625,-21.484,-18.066,21.973,0
1671211837.912,-36.133,-22.461,-23.438,-17.578,33.691,0
1671211837.916,-28.320,-21.973,-24.902,-15.137,73.730,0
1671211837.920,-8.789,-23.438,-26.367,-11.719,348.633,0
1671211837.924,-3.418,-25.879,-20.508,-14.160,178.223,0
1671211837.928,-25.879,-22.949,-18.555,-19.531,-143.066,0
1671211837.930,-44.434,-22.949,-24.902,-32.227,-115.723,0
1671211837.934,-31.738,-21.973,-23.926,-37.598,-115.234,0
1671211837.938,-11.719,-21.973,-20.996,-28.809,-160.645,0
1671211837.942,1.953,-22.949,-20.508,-22.949,-139.160,0
1671211837.946,-8.301,-18.555,-19.043,-18.066,-86.426,0
1671211837.950,-33.691,-21.973,-19.043,-18.066,-71.289,0
1671211837.954,-39.551,-29.785,-19.043,-27.832,-19.043,0
1671211837.957,-19.531,-27.832,-12.207,-27.832,-54.199,0
1671211837.961,-0.977,-23.926,-17.578,-18.066,83.496,0
1671211837.965,-15.625,-22.949,-28.320,-24.414,48.828,0
1671211837.969,-34.180,-17.578,-24.902,-32.227,-70.312,0
1671211837.973,-29.297,-19.531,-23.438,-25.879,-12.207,0
1671211837.976,-7.324,-18.555,-24.414,-19.531,0.000,0
1671211837.980,6.836,-12.695,-27.344,-16.113,-69.824,0
1671211837.984,0.977,-15.137,-21.484,-14.648,-124.023,0
1671211837.988,-15.625,-16.113,-7.324,-9.277,0.488,0
1671211837.992,-26.367,-13.672,-13.184,-13.184,41.992,0
1671211837.996,-16.113,-19.531,-25.391,-28.809,-37.598,0
1671211838.000,3.906,-20.508,-18.066,-23.438,-62.500,0
1671211838.003,-0.977,-18.066,-13.672,-13.672,195.312,0
1671211838.007,-26.855,-20.020,-18.555,-11.719,449.219,0
1671211838.011,-41.504,-16.602,-21.484,-21.973,83.496,0
1671211838.015,-22.461,-16.113,-23.926,-27.344,-147.949,0
1671211838.019,1.465,-19.043,-29.785,-21.484,-98.633,0
1671211838.020,-6.348,-19.043,-24.902,-22.461,-91.797,0
1671211838.024,-30.273,-25.879,-20.996,-21.484,-125.488,0
1671211838.028,-43.457,-28.809,-26.367,-22.949,-89.844,0
1671211838.032,-32.227,-24.414,-26.367,-32.715,9.766,0
1671211838.036,-5.859,-17.578,-14.160,-25.879,-74.219,0
1671211838.040,2.441,-12.207,-13.672,-11.719,-42.480,0
1671211838.044,-24.902,-16.113,-23.438,-20.508,60.547,0
1671211838.047,-46.387,-23.438,-29.297,-24.414,239.258,0
1671211838.051,-39.062,-27.832,-28.809,-26.855,111.816,0
1671211838.055,-14.648,-29.785,-22.949,-23.926,-173.828,0
1671211838.059,-4.883,-28.320,-11.719,-20.508,-91.797,0
1671211838.063,-28.809,-30.762,-15.625,-24.414,-78.613,0
1671211838.065,-45.898,-27.832,-28.320,-25.391,-115.234,0
1671211838.069,-39.551,-25.391,-28.809,-27.832,-94.727,0
1671211838.073,-8.301,-20.508,-27.344,-20.508,-100.098,0
1671211838.077,6.836,-11.230,-27.832,-17.090,-68.359,0
1671211838.081,-16.113,-12.695,-25.391,-16.113,-7.324,0
1671211838.085,-41.504,-21.973,-25.391,-21.484,-16.602,0
1671211838.089,-33.203,-24.902,-18.066,-17.578,242.676,0
1671211838.092,-2.930,-15.625,-10.742,-7.324,417.480,0
1671211838.096,0.488,-13.672,-22.461,-20.508,63.965,0
1671211838.100,-9.277,-19.043,-24.902,-18.066,-121.094,0
1671211838.104,-20.508,-16.113,-21.484,-5.371,67.871,0
1671211838.108,-28.809,-14.648,-25.391,-12.695,106.445,0
1671211838.110,-20.996,-19.043,-31.250,-26.367,-213.379,0
1671211838.114,-7.812,-22.949,-33.203,-25.391,-173.828,0
1671211838.118,-13.672,-24.902,-29.297,-17.578,-25.879,0
1671211838.122,-33.203,-19.531,-21.973,-15.625,-97.168,0
1671211838.126,-40.527,-18.555,-12.207,-25.391,-191.895,0
1671211838.130,-16.113,-17.090,-4.395,-21.973,-104.004,0
1671211838.134,10.254,-14.160,-8.301,-9.766,142.578,0
1671211838.137,-3.418,-13.184,-14.160,-13.184,32.715,0
1671211838.141,-30.273,-17.090,-22.949,-20.020,-140.137,0
1671211838.145,-32.715,-16.602,-15.625,-11.719,-20.508,0
1671211838.149,-12.207,-7.324,-6.836,-12.695,68.359,0
1671211838.153,-1.953,-15.137,-19.043,-22.949,-89.355,0
1671211838.155,-7.812,-15.625,-22.461,-21.973,-196.289,0
1671211838.159,-24.902,-12.207,-20.996,-19.531,-74.219,0
1671211838.163,-32.715,-14.648,-21.973,-22.461,-30.762,0
1671211838.167,-24.902,-20.020,-23.438,-24.414,-137.695,0
1671211838.171,0.977,-18.066,-19.531,-18.555,-180.664,0
1671211838.175,6.348,-10.254,-18.555,-11.719,-62.500,0
1671211838.179,-15.137,-18.066,-12.695,-6.348,61.035,0
1671211838.182,-25.391,-18.555,-8.301,-17.090,48.828,0
1671211838.186,-20.508,-19.043,-16.113,-33.203,3.906,0
1671211838.190,-1.465,-19.531,-24.414,-25.879,118.164,0
1671211838.194,12.207,-9.766,-18.555,-10.742,280.762,0
1671211838.198,-8.789,-6.836,-21.973,-15.137,33.691,0
1671211838.215,-27.344,-9.277,-22.949,-11.230,-53.223,0
1671211838.219,-17.578,-13.672,-18.066,-12.207,11.230,0
1671211838.223,6.348,-16.113,-23.438,-22.949,-96.191,0
1671211838.227,19.043,-11.719,-18.066,-20.996,-186.523,0
1671211838.231,-7.324,-9.766,-12.695,-15.137,-64.941,0
1671211838.235,-30.273,-14.648,-9.766,-12.695,126.953,0
1671211838.239,-18.066,-13.184,-9.766,-13.184,57.129,0
1671211838.242,6.836,-4.883,-18.066,-14.648,-146.973,0
1671211838.246,17.090,-11.719,-19.043,-11.719,-139.160,0
1671211838.250,3.906,-13.184,-14.648,0.488,112.793,0
1671211838.254,-21.973,-4.395,-15.625,-7.812,7.812,0
1671211838.258,-17.090,-8.789,-21.973,-18.555,-202.637,0
1671211838.260,7.812,-9.277,-20.020,-14.648,-156.738,0
1671211838.264,15.137,-5.859,-13.184,-10.742,-69.336,0
1671211838.268,-0.977,-13.672,-10.254,-8.789,-32.715,0
1671211838.272,-29.297,-18.066,-16.602,-11.230,1.953,0
1671211838.276,-29.297,-12.207,-21.484,-8.789,56.641,0
1671211838.280,-6.348,-10.742,-23.438,0.000,71.289,0
1671211838.284,11.719,-10.742,-12.207,0.488,-41.504,0
1671211838.287,0.977,-8.789,-4.395,-6.348,-82.031,0
1671211838.291,-19.043,-12.695,-8.301,-5.859,134.277,0
1671211838.295,-20.996,-10.742,-10.254,-1.465,344.238,0
1671211838.299,-8.301,-6.348,-15.137,-10.742,48.340,0
1671211838.303,1.465,-15.137,-16.113,-11.230,-117.676,0
1671211838.305,-2.441,-12.207,-15.625,-4.395,2.930,0
1671211838.309,-19.531,-6.348,-12.695,-1.953,-21.484,0
1671211838.313,-36.133,-13.184,-12.207,-10.742,-100.586,0
1671211838.317,-20.508,-15.625,-16.602,-20.996,-164.551,0
1671211838.321,0.000,-11.230,-16.113,-14.160,-118.164,0
1671211838.325,-16.113,-12.695,-13.184,-11.719,69.824,0
1671211838.329,-28.809,-17.578,-6.836,-14.160,81.055,0
1671211838.332,-39.062,-22.461,-8.789,-23.438,118.164,0
1671211838.336,-30.762,-24.902,-8.301,-17.578,379.883,0
1671211838.340,-5.371,-16.113,-18.555,-11.719,154.297,0
1671211838.344,-8.301,-9.277,-30.762,-14.648,-218.750,0
1671211838.348,-30.273,-14.648,-22.949,-13.184,-120.605,0
1671211838.350,-41.016,-16.602,-21.484,-15.625,-98.633,0
1671211838.354,-32.227,-14.648,-23.438,-19.531,-162.109,0
1671211838.358,-11.230,-16.602,-10.254,-21.484,-150.879,0
1671211838.362,-2.930,-18.066,-1.465,-8.301,-47.852,0
1671211838.366,-22.461,-18.555,-8.789,-9.277,6.348,0
1671211838.370,-48.340,-20.020,-18.066,-21.973,35.156,0
1671211838.374,-46.387,-24.902,-22.461,-28.809,-2.930,0
1671211838.377,-18.555,-26.367,-18.066,-24.414,114.258,1
1671211838.381,-8.301,-22.949,-17.090,-10.254,406.250,0
1671211838.385,-23.438,-18.555,-18.066,-12.695,180.176,0
1671211838.389,-41.504,-18.555,-15.137,-18.555,-68.359,0
1671211838.393,-38.574,-21.973,-13.672,-21.484,36.133,0
1671211838.395,-7.812,-19.531,-6.836,-18.066,36.133,0
1671211838.399,6.348,-10.254,-11.719,-15.137,-49.316,0
1671211838.403,-7.324,-13.184,-13.184,-12.695,-87.891,0
1671211838.407,-37.598,-23.438,-13.184,-19.531,-62.012,0
1671211838.411,-41.504,-23.438,-24.902,-28.809,-85.449,0
1671211838.415,-19.043,-22.461,-23.926,-23.438,-114.746,0
1671211838.419,-9.766,-20.996,-23.438,-11.719,-45.410,0
1671211838.422,-19.531,-20.508,-18.066,-1.465,220.215,0
1671211838.426,-41.992,-16.602,-17.578,-13.672,125.488,0
1671211838.430,-45.898,-14.648,-20.020,-28.320,-209.473,0
1671211838.434,-21.973,-16.113,-16.113,-25.391,-195.801,0
1671211838.438,-7.324,-23.926,-19.531,-22.949,-74.707,0
1671211838.441,-22.461,-27.832,-22.461,-23.926,-18.066,0
1671211838.445,-49.805,-25.391,-17.578,-21.484,-112.793,0
1671211838.449,-54.199,-20.996,-18.066,-13.672,-10.254,0
1671211838.453,-32.227,-19.531,-25.391,-18.555,33.691,0
1671211838.457,-19.043,-21.973,-26.367,-23.438,-88.867,0
1671211838.461,-27.344,-23.926,-21.484,-18.066,-44.922,0
1671211838.465,-51.270,-22.949,-17.090,-16.113,220.703,0
1671211838.468,-56.641,-17.090,-13.672,-10.742,307.129,0
1671211838.472,-36.133,-16.113,-17.090,-15.137,-54.688,0
1671211838.476,-8.301,-16.602,-20.508,-19.043,-183.594,0
1671211838.480,-9.277,-17.578,-17.578,-15.137,-31.738,0
1671211838.484,-38.086,-18.555,-17.090,-16.602,-71.777,0
1671211838.485,-51.270,-17.578,-16.113,-25.391,-183.105,0
1671211838.489,-29.785,-16.602,-15.137,-34.180,-157.715,0
1671211838.493,-10.742,-16.113,-19.531,-28.320,-78.125,0
1671211838.497,-18.555,-19.043,-22.461,-24.902,-48.340,0
1671211838.501,-36.621,-20.020,-15.625,-24.902,-149.414,0
1671211838.505,-47.363,-19.531,-19.531,-26.367,-112.305,0
1671211838.509,-30.762,-21.973,-24.902,-18.555,249.023,0
1671211838.512,-12.207,-19.531,-22.949,-18.066,218.262,0
1671211838.516,-13.184,-15.137,-31.250,-25.879,-127.930,0
1671211838.520,-24.902,-14.648,-31.250,-22.461,-40.039,0
1671211838.524,-43.457,-16.602,-26.367,-30.762,10.742,0
1671211838.528,-40.039,-16.113,-25.879,-30.273,-113.770,0
1671211838.530,-17.578,-17.578,-26.855,-27.344,-118.164,0
1671211838.534,-3.418,-19.043,-21.973,-23.926,-15.137,0
1671211838.538,-21.973,-21.484,-16.602,-25.879,-18.555,0
1671211838.542,-42.969,-21.484,-12.207,-27.344,-105.957,0
1671211838.546,-38.086,-22.949,-17.090,-28.809,-167.480,0
1671211838.550,-15.137,-20.508,-32.715,-30.273,-43.945,0
1671211838.554,-3.418,-15.625,-31.738,-20.020,71.777,0
1671211838.557,-18.555,-19.531,-27.344,-15.625,24.902,0
1671211838.561,-39.062,-20.020,-26.855,-20.508,-46.387,0
1671211838.565,-38.086,-21.484,-26.855,-22.949,104.004,0
1671211838.569,-14.648,-22.949,-28.809,-16.113,357.422,0
1671211838.573,-5.859,-20.508,-28.809,-19.043,64.941,0
1671211838.590,-16.113,-21.484,-26.855,-21.973,-166.016,0
1671211838.594,-41.016,-30.273,-27.344,-24.902,-74.707,0
1671211838.598,-50.293,-27.832,-22.949,-28.320,-127.930,0
1671211838.602,-26.855,-20.996,-17.090,-36.133,-233.887,0
1671211838.606,-13.672,-21.973,-20.508,-41.504,-152.832,0
1671211838.610,-24.902,-21.973,-20.020,-29.785,27.832,0
1671211838.614,-48.828,-22.461,-20.996,-33.203,31.738,0
1671211838.617,-52.734,-20.996,-19.043,-38.086,-32.227,0
1671211838.621,-25.879,-19.531,-17.090,-29.785,-57.617,0
1671211838.625,-7.324,-21.484,-18.066,-19.531,202.148,0
1671211838.629,-18.066,-11.230,-14.648,-15.625,98.633,0
1671211838.633,-48.828,-10.254,-20.020,-20.508,-152.344,0
1671211838.635,-56.152,-21.484,-22.461,-20.996,-61.523,0
1671211838.639,-38.086,-20.508,-21.484,-20.508,-41.992,0
1671211838.643,-22.461,-17.578,-22.949,-27.832,-84.961,0
1671211838.647,-21.484,-22.949,-24.414,-23.438,-63.965,0
1671211838.651,-42.969,-26.367,-20.996,-18.066,-50.293,0
1671211838.655,-56.152,-24.902,-15.625,-27.832,-54.199,0
1671211838.659,-37.109,-19.531,-16.602,-26.855,-51.758,0
1671211838.662,-17.578,-20.508,-20.996,-23.926,8.789,0
1671211838.666,-21.973,-25.391,-23.438,-19.043,191.406,0
1671211838.670,-40.527,-23.926,-24.902,-6.836,334.961,0
1671211838.674,-59.082,-21.973,-20.996,-21.973,87.402,0
1671211838.678,-47.852,-23.926,-12.207,-27.344,-70.312,0
1671211838.680,-20.020,-22.461,-20.020,-20.996,-16.602,0
1671211838.684,-1.953,-15.625,-23.438,-20.020,-95.703,0
1671211838.688,-17.578,-17.578,-17.090,-12.207,-153.320,0
1671211838.692,-47.363,-27.832,-24.902,-16.602,-99.121,0
1671211838.696,-35.156,-25.879,-27.344,-22.949,-83.496,0
1671211838.700,-6.348,-20.996,-19.531,-17.090,-44.922,0
1671211838.704,0.977,-21.973,-16.113,-19.043,-33.691,0
1671211838.707,-12.695,-23.438,-16.602,-18.555,10.742,0
1671211838.711,-32.715,-14.648,-17.578,-13.184,92.285,0
1671211838.715,-33.203,-20.020,-20.996,-17.090,-55.176,0
1671211838.719,-14.160,-24.902,-19.043,-17.090,-176.758,0
1671211838.723,-3.906,-16.113,-16.602,-11.719,-42.480,0
1671211838.725,-19.531,-20.020,-19.531,-12.695,113.281,0
1671211838.729,-42.969,-20.020,-25.879,-20.508,-47.852,0
1671211838.733,-44.922,-17.578,-29.785,-21.973,-87.891,0
1671211838.737,-21.484,-19.043,-26.855,-19.043,62.012,0
1671211838.741,-2.441,-11.719,-26.855,-15.625,36.133,0
1671211838.745,-11.230,-10.254,-23.438,-11.719,-84.473,0
1671211838.749,-35.645,-17.090,-14.160,-6.348,-66.895,0
1671211838.752,-40.039,-15.137,-8.301,-7.324,158.691,0
1671211838.756,-17.090,-24.414,-10.254,-8.301,369.141,0
1671211838.760,-4.395,-24.414,-7.812,-8.789,49.316,0
1671211838.764,-15.137,-15.625,-7.812,-18.555,-128.906,0
1671211838.768,-35.156,-19.043,-23.438,-25.879,-9.277,0
1671211838.770,-46.387,-18.555,-23.438,-23.926,-89.844,0
1671211838.774,-29.785,-15.137,-15.625,-32.227,-206.055,0
1671211838.778,-9.277,-17.090,-24.414,-29.785,-142.090,0
1671211838.782,-16.113,-19.531,-26.855,-27.344,-97.656,0
1671211838.786,-38.574,-19.043,-17.578,-34.668,-80.566,0
1671211838.790,-47.852,-16.113,-17.090,-32.227,-35.645,0
1671211838.794,-32.227,-17.090,-20.020,-29.297,-36.621,0
1671211838.797,-12.695,-26.855,-15.625,-20.996,224.121,0
1671211838.801,-22.461,-25.391,-12.207,-18.555,217.285,0
1671211838.805,-37.598,-15.625,-14.160,-24.902,-47.852,0
1671211838.809,-41.504,-14.160,-21.973,-28.809,-66.406,0
1671211838.813,-33.691,-15.625,-33.691,-38.574,-86.914,0
1671211838.815,-8.789,-14.160,-33.691,-33.203,-129.395,0
1671211838.819,-5.859,-12.695,-24.414,-17.578,-97.656,0
1671211838.823,-24.902,-16.602,-22.949,-13.184,-14.160,0
1671211838.827,-39.551,-14.648,-26.855,-15.137,-17.090,0
1671211838.831,-36.133,-20.996,-24.902,-19.043,-95.215,0
1671211838.835,-19.043,-24.414,-26.855,-30.273,-11.230,0
1671211838.839,-5.859,-18.066,-26.367,-28.320,254.883,0
1671211838.842,-20.508,-18.555,-18.555,-18.555,386.719,0
1671211838.846,-44.922,-16.602,-18.555,-28.809,96.191,0
1671211838.850,-30.273,-9.766,-22.461,-29.297,-141.113,0
1671211838.854,-6.348,-14.648,-25.391,-15.625,29.785,0
1671211838.858,-7.324,-23.926,-26.855,-20.996,52.246,0
1671211838.860,-33.203,-20.996,-23.438,-38.086,-181.152,0
1671211838.864,-49.316,-14.648,-18.066,-35.156,-176.270,0
1671211838.868,-41.992,-10.254,-17.090,-37.109,-112.305,0
1671211838.872,-17.090,-8.301,-13.672,-32.227,-84.473,0
1671211838.876,5.859,-9.766,-6.836,-28.320,-147.949,0
1671211838.880,-11.230,-12.207,-0.977,-20.996,19.531,0
1671211838.884,-40.527,-18.555,-11.230,-13.672,281.250,0
1671211838.887,-40.527,-17.090,-21.973,-27.832,11.719,0
1671211838.891,-20.996,-17.578,-20.508,-34.180,-183.105,0
1671211838.895,-1.953,-20.996,-20.508,-22.461,-34.668,0
1671211838.899,-14.648,-15.137,-14.648,-17.578,16.602,0
1671211838.903,-47.363,-12.207,-17.578,-23.438,-4.395,0
1671211838.906,-50.293,-14.648,-25.391,-26.367,-86.426,0
1671211838.910,-26.855,-17.090,-23.926,-24.414,-32.227,0
1671211838.914,-12.207,-21.484,-20.996,-14.648,10.742,0
1671211838.918,-19.043,-22.461,-15.137,-14.160,-114.258,0
1671211838.922,-34.180,-19.043,-10.254,-16.602,-94.727,0
1671211838.926,-36.621,-19.531,-17.578,-11.719,-26.367,0
1671211838.930,-22.461,-24.414,-28.320,-19.043,73.242,0
1671211838.933,-8.301,-19.043,-21.973,-23.926,52.734,0
1671211838.937,-16.113,-13.672,-17.090,-18.555,-70.801,0
1671211838.941,-37.598,-18.066,-21.484,-15.625,137.695,0
1671211838.945,-47.852,-21.973,-20.508,-19.043,319.336,0
1671211838.949,-26.855,-22.949,-11.230,-30.273,17.578,0
1671211838.965,-3.418,-19.531,-13.184,-26.367,-92.285,0
1671211838.969,-10.254,-17.090,-21.484,-19.531,-3.418,0
1671211838.973,-23.438,-16.113,-20.996,-15.137,-31.738,0
1671211838.977,-34.180,-14.648,-23.926,-19.043,-130.371,0
1671211838.981,-32.715,-20.020,-24.902,-26.855,-173.340,0
1671211838.985,-9.277,-18.555,-15.137,-13.184,169.434,0
1671211838.989,-13.184,-12.207,-14.160,-11.719,187.012,0
1671211838.992,-34.180,-19.043,-23.438,-20.508,-166.016,0
1671211838.996,-40.039,-22.461,-17.090,-9.277,-191.406,0
1671211839.000,-32.227,-22.949,-16.113,-3.906,-88.379,0
1671211839.004,-17.578,-23.438,-23.438,-20.020,-166.992,0
1671211839.008,-11.230,-23.438,-20.996,-16.602,-180.664,0
1671211839.010,-20.508,-20.996,-15.137,-5.371,-68.848,0
1671211839.014,-43.457,-20.020,-14.648,-10.742,-52.246,0
1671211839.018,-42.480,-22.949,-23.438,-21.973,-116.699,0
1671211839.022,-12.695,-22.949,-29.297,-20.020,-189.941,0
1671211839.026,4.395,-17.090,-25.879,-18.555,-84.473,0
1671211839.030,-12.207,-12.695,-28.320,-18.066,70.801,0
1671211839.034,-46.387,-15.625,-27.832,-19.531,68.359,0
1671211839.037,-38.086,-14.160,-19.531,-23.438,-11.719,0
1671211839.041,-0.488,-11.230,-18.555,-16.602,142.090,0
1671211839.045,9.277,-12.695,-18.555,-8.301,465.332,0
1671211839.049,-11.230,-18.555,-17.090,-8.789,262.695,0
1671211839.053,-36.621,-19.531,-19.531,-20.996,-58.594,0
1671211839.055,-41.504,-20.020,-20.996,-30.762,-107.422,0
1671211839.059,-22.949,-20.508,-18.066,-23.926,-180.664,0
1671211839.063,-5.859,-20.508,-27.344,-21.973,-190.430,0
1671211839.067,-14.160,-18.066,-33.203,-20.508,-139.648,0
1671211839.071,-36.133,-15.625,-20.508,-15.625,-68.848,0
1671211839.075,-45.410,-21.484,-19.531,-28.809,42.480,0
1671211839.079,-27.344,-21.484,-21.973,-32.227,29.785,0
1671211839.082,-6.836,-21.484,-19.531,-22.949,-34.180,0
1671211839.086,-6.348,-26.367,-24.414,-3.418,293.945,0
1671211839.090,-30.762,-26.855,-28.320,-2.930,304.688,0
1671211839.094,-39.062,-21.973,-26.367,-23.926,-64.453,0
1671211839.098,-22.461,-23.438,-29.297,-28.320,-76.660,0
1671211839.100,-5.859,-24.902,-31.738,-21.484,-32.227,0
1671211839.104,-1.953,-19.043,-29.785,-14.648,-103.516,0
1671211839.108,-27.344,-19.043,-31.738,-20.020,-138.184,0
1671211839.112,-47.363,-22.949,-34.180,-30.273,-56.641,0
1671211839.116,-29.785,-23.926,-32.715,-28.320,-39.062,0
1671211839.120,-11.230,-21.973,-27.832,-16.113,-71.777,0
1671211839.124,-7.812,-20.508,-22.949,-16.602,-1.953,0
1671211839.127,-24.414,-18.066,-22.949,-25.879,165.039,0
1671211839.131,-42.969,-16.602,-32.715,-35.645,104.492,0
1671211839.135,-26.855,-14.160,-27.832,-25.391,-50.293,0
1671211839.139,-7.812,-10.254,-25.879,-16.602,-140.137,0
1671211839.143,-11.230,-14.160,-30.762,-19.531,77.637,0
1671211839.145,-26.855,-17.578,-23.926,-6.836,411.133,0
1671211839.149,-48.340,-16.602,-22.461,-15.625,78.125,0
1671211839.153,-44.434,-21.973,-30.273,-36.621,-166.992,0
1671211839.157,-14.648,-20.508,-29.785,-37.109,-60.547,0
1671211839.161,-3.906,-17.578,-26.855,-26.367,-61.035,0
1671211839.165,-24.902,-20.020,-21.973,-24.414,-35.156,0
1671211839.169,-42.480,-20.020,-11.719,-22.461,46.875,0
1671211839.172,-29.297,-20.508,-12.695,-14.648,186.035,0
1671211839.176,-2.441,-16.113,-16.602,-18.555,45.410,0
1671211839.180,6.348,-16.602,-24.414,-28.809,-135.742,0
1671211839.184,-11.230,-20.996,-25.391,-27.344,-77.637,0
1671211839.188,-41.504,-20.996,-18.066,-24.414,-89.844,1
1671211839.191,-45.898,-16.113,-19.531,-27.344,-186.035,0
1671211839.195,-30.762,-13.672,-24.414,-27.344,-231.445,0
1671211839.199,-19.531,-17.578,-20.020,-14.648,-25.879,0
1671211839.203,-27.344,-20.508,-15.625,-8.301,71.777,0
1671211839.207,-45.410,-11.230,-17.578,-16.113,-108.887,0
1671211839.211,-41.504,-4.883,-16.113,-24.902,-70.312,0
1671211839.215,-24.902,-13.672,-20.508,-15.625,214.844,0
1671211839.218,-13.672,-15.625,-25.879,-9.766,301.270,0
1671211839.222,-20.996,-10.254,-25.391,-18.555,22.949,0
1671211839.226,-39.551,-16.113,-24.902,-15.625,-98.145,0
1671211839.230,-44.434,-25.391,-28.809,-20.996,22.949,0
1671211839.234,-20.996,-18.555,-23.926,-24.902,-19.531,0
1671211839.235,-0.977,-13.672,-14.160,-21.484,-194.336,0
1671211839.239,-7.324,-15.625,-7.812,-20.020,-192.871,0
1671211839.243,-27.832,-16.602,-8.301,-20.996,-102.051,0
1671211839.247,-39.551,-19.531,-16.602,-21.973,-188.477,0
1671211839.251,-25.879,-18.066,-25.391,-22.949,-291.504,0
1671211839.255,-4.395,-19.531,-30.762,-22.949,-73.242,0
1671211839.259,-4.883,-20.996,-31.738,-11.719,263.184,0
1671211839.262,-26.855,-19.531,-23.926,-17.090,168.945,0
1671211839.266,-41.504,-17.090,-22.949,-29.297,-151.855,0
1671211839.270,-27.832,-21.973,-27.344,-29.785,-105.469,0
1671211839.274,-3.418,-23.438,-20.996,-25.391,32.715,0
1671211839.278,-2.441,-14.160,-24.414,-23.438,-87.891,0
1671211839.280,-20.996,-15.625,-31.250,-25.879,-129.395,0
1671211839.284,-35.156,-12.695,-25.879,-29.297,-103.027,0
1671211839.288,-25.391,-11.230,-20.020,-30.273,-144.531,0
1671211839.292,-2.930,-14.648,-14.648,-21.973,-145.508,0
1671211839.296,-7.812,-16.602,-14.648,-12.207,-94.238,0
1671211839.300,-26.855,-19.043,-16.602,-7.812,43.457,0
1671211839.304,-41.992,-16.602,-16.602,-15.137,110.352,0
1671211839.307,-30.273,-20.508,-16.113,-25.879,-51.758,0
1671211839.311,-8.301,-21.973,-14.160,-26.855,-138.672,0
1671211839.315,1.465,-14.648,-16.113,-19.531,87.891,0
1671211839.319,-18.555,-14.648,-20.508,-8.789,427.734,0
1671211839.323,-51.758,-16.602,-21.973,-26.855,179.688,0
1671211839.340,-49.805,-15.137,-16.602,-44.434,-41.992,0
1671211839.344,-29.785,-17.090,-14.160,-38.086,-13.672,0
1671211839.348,-12.207,-21.484,-15.625,-29.297,-52.734,0
1671211839.352,-29.297,-23.926,-16.113,-27.344,-105.469,0
1671211839.356,-58.594,-23.438,-17.578,-31.250,-39.062,0
1671211839.360,-50.293,-22.461,-16.113,-28.809,106.445,0
1671211839.364,-18.555,-21.973,-11.230,-22.461,11.719,0
